prediction_snapshot_id,prediction_timestamp,model_bundle_id,model_candidate_id,model_version,policy_version,student_source_reference,input_snapshot_timestamp,predicted_class,class_scores,ensemble_seed_predictions,ensemble_seed_disagreement,predictive_entropy,max_model_score,r0_reference_class,n0_r0_agreement,feature_contract_hash,preprocessor_hash,checkpoint_bundle_hash,r0,g1_g2_feature_snapshot_hash
04a6633e112e900652875a4e,2026-07-14T17:56:07.790870+00:00,phase_e_prediction_9007144,N0,N0_five_seed_development_frozen,strategy_b_governed_learning_path_v1,student-mat:development:90,2026-07-14T17:56:07.790870+00:00,0,"[0.9463405928076712, 0.053485695590309336, 0.00017371160201927238]","[[0.9540527273226718, 0.0459222188400097, 2.5053837318567088e-05], [0.8926687617698362, 0.1070366627602485, 0.0002945754699151], [0.965357687670987, 0.0343129250534238, 0.0003293872755892], [0.9595810922285616, 0.0403515479370384, 6.735983439989476e-05], [0.9600426950463, 0.0398051233608263, 0.0001521815928736]]",0.0,0.21032164865475755,0.9463405928076712,0,True,8ee61fc73cd4d50a02433174ff16f13cd8ad267c56d06d8dba53830aa32ad2d3,3cfa27f77420e86f0c5e2707c1f05cb455d616d009192380a6fb76b460d14503,1411dae4774542f0db333954ab97949f971afb6d7ed211350016657e14669b11,"{'probability_available': False, 'uncertainty_available': False, 'deterministic_rule': True}",cd8b7b40d50905c718fbf676bcca0db813c42da4cf3d2e9c31a756335179c48d
8d4756e0befcf441e35c1527,2026-07-14T17:56:07.790870+00:00,phase_e_prediction_9007144,N0,N0_five_seed_development_frozen,strategy_b_governed_learning_path_v1,student-mat:development:91,2026-07-14T17:56:07.790870+00:00,2,"[0.00023395877338331953, 0.02033316329859312, 0.9794328779280234]","[[3.791071968699759e-05, 0.0079955768112832, 0.9919665124690296], [0.0002740292798921, 0.0191251587030553, 0.9806008120170524], [0.0005016272854388, 0.0405202998982442, 0.9589780728163168], [0.0001107944432041, 0.0143501705643357, 0.98553903499246], [0.0002454321386946, 0.0196746105160472, 0.980079957345258]]",0.0,0.10151801424031055,0.9794328779280234,2,True,8ee61fc73cd4d50a02433174ff16f13cd8ad267c56d06d8dba53830aa32ad2d3,3cfa27f77420e86f0c5e2707c1f05cb455d616d009192380a6fb76b460d14503,1411dae4774542f0db333954ab97949f971afb6d7ed211350016657e14669b11,"{'probability_available': False, 'uncertainty_available': False, 'deterministic_rule': True}",e0a8912b48bbfb19834425a2ea38a69d154513054ad962a73ef481888cd188a0
e7e5fa9b713e95667c5b8209,2026-07-14T17:56:07.790870+00:00,phase_e_prediction_9007144,N0,N0_five_seed_development_frozen,strategy_b_governed_learning_path_v1,student-mat:development:93,2026-07-14T17:56:07.790870+00:00,1,"[0.14456961438192317, 0.8515783135744381, 0.0038520720436384394]","[[0.0482970846687251, 0.9491484586026492, 0.0025544567286257], [0.370018038361023, 0.6261525208055142, 0.0038294408334627], [0.0713917851008207, 0.9258534499791568, 0.0027547649200224], [0.090210753612797, 0.9017877721259931, 0.0080014742612097], [0.1429304101662501, 0.8549493663588781, 0.0021202234748717]]",0.0,0.4378288265646302,0.8515783135744381,1,True,8ee61fc73cd4d50a02433174ff16f13cd8ad267c56d06d8dba53830aa32ad2d3,3cfa27f77420e86f0c5e2707c1f05cb455d616d009192380a6fb76b460d14503,1411dae4774542f0db333954ab97949f971afb6d7ed211350016657e14669b11,"{'probability_available': False, 'uncertainty_available': False, 'deterministic_rule': True}",df203fb404747c565b972a1030580d9e7113b5706c585ef678dd2b75e0e0423b
b7cd3ef76ef203113c0d82b8,2026-07-14T17:56:07.790870+00:00,phase_e_prediction_9007144,N0,N0_five_seed_development_frozen,strategy_b_governed_learning_path_v1,student-mat:development:94,2026-07-14T17:56:07.790870+00:00,1,"[0.007778809224476019, 0.9732485937105035, 0.01897259706502034]","[[0.0044358872288524, 0.973606615925408, 0.0219574968457395], [0.0103916405833401, 0.9596445658766574, 0.0299637935400025], [0.0108333994712065, 0.963329443366541, 0.0258371571622524], [0.0064629197372854, 0.987312479943646, 0.0062246003190684], [0.0067701991016957, 0.9823498634402652, 0.0108799374580389]]",0.0,0.13938877548830028,0.9732485937105035,1,True,8ee61fc73cd4d50a02433174ff16f13cd8ad267c56d06d8dba53830aa32ad2d3,3cfa27f77420e86f0c5e2707c1f05cb455d616d009192380a6fb76b460d14503,1411dae4774542f0db333954ab97949f971afb6d7ed211350016657e14669b11,"{'probability_available': False, 'uncertainty_available': False, 'deterministic_rule': True}",749e1f323bc5909e817dffe444c61eb4bf4a5db7bc7dd679ad5e82ad331850ab
9e90341ce4ec7a4382acf3ff,2026-07-14T17:56:07.790870+00:00,phase_e_prediction_9007144,N0,N0_five_seed_development_frozen,strategy_b_governed_learning_path_v1,student-mat:development:95,2026-07-14T17:56:07.790870+00:00,1,"[0.419518250298604, 0.5790224464190393, 0.00145930328235658]","[[0.1077246968617911, 0.8903686442579655, 0.0019066588802433], [0.7716393975183347, 0.2274658056905595, 0.0008947967911058], [0.2959270118611994, 0.7021844950277727, 0.0018884931110278], [0.4566959253802719, 0.5414275062687636, 0.0018765683509645], [0.4656042198714232, 0.5336657808501353, 0.0007299992784415]]",0.2,0.6903287376444442,0.5790224464190393,1,True,8ee61fc73cd4d50a02433174ff16f13cd8ad267c56d06d8dba53830aa32ad2d3,3cfa27f77420e86f0c5e2707c1f05cb455d616d009192380a6fb76b460d14503,1411dae4774542f0db333954ab97949f971afb6d7ed211350016657e14669b11,"{'probability_available': False, 'uncertainty_available': False, 'deterministic_rule': True}",41b3223e456eae5fc3731adbe9e15bf8cafdf4dda66d1196e02285e5d20305b4
2aac134775da16415b1f972f,2026-07-14T17:56:07.790870+00:00,phase_e_prediction_9007144,N0,N0_five_seed_development_frozen,strategy_b_governed_learning_path_v1,student-mat:development:96,2026-07-14T17:56:07.790870+00:00,1,"[0.0033077845857851203, 0.5312815423895326, 0.4654106730246822]","[[0.0013497213313949, 0.3713691517912607, 0.6272811268773444], [0.0033245591223505, 0.4482643809412769, 0.5484110599363725], [0.0050955192393553, 0.6348962329677396, 0.3600082477929051], [0.0031719585643532, 0.5181575530922995, 0.4786704883433473], [0.0035971646714717, 0.6837203931550865, 0.3126824421734417]]",0.4,0.7108707681012929,0.5312815423895326,2,False,8ee61fc73cd4d50a02433174ff16f13cd8ad267c56d06d8dba53830aa32ad2d3,3cfa27f77420e86f0c5e2707c1f05cb455d616d009192380a6fb76b460d14503,1411dae4774542f0db333954ab97949f971afb6d7ed211350016657e14669b11,"{'probability_available': False, 'uncertainty_available': False, 'deterministic_rule': True}",fef668f69255bab42c44e88381967b6942190e7c4258fdaddb73f685e3ee1f8d
12122ddecfdf0407313f7134,2026-07-14T17:56:07.790870+00:00,phase_e_prediction_9007144,N0,N0_five_seed_development_frozen,strategy_b_governed_learning_path_v1,student-mat:development:97,2026-07-14T17:56:07.790870+00:00,0,"[0.8070800552009272, 0.18915782756575283, 0.0037621172333198597]","[[0.8108944279844756, 0.1866466697119595, 0.0024589023035648], [0.7654678422341131, 0.2257426710412003, 0.0087894867246865], [0.8278945987064978, 0.1692256542314839, 0.0028797470620182], [0.9046712764130366, 0.0943299495478226, 0.0009987740391407], [0.7264721306665128, 0.2698441932962979, 0.0036836760371891]]",0.0,0.5089670754688703,0.8070800552009272,0,True,8ee61fc73cd4d50a02433174ff16f13cd8ad267c56d06d8dba53830aa32ad2d3,3cfa27f77420e86f0c5e2707c1f05cb455d616d009192380a6fb76b460d14503,1411dae4774542f0db333954ab97949f971afb6d7ed211350016657e14669b11,"{'probability_available': False, 'uncertainty_available': False, 'deterministic_rule': True}",ba6bd249e14fc0f1509b1ac400569e6c5182e7d506c4cf1f39d4f681972e4593
4be71b678ac07e4e5c2e0219,2026-07-14T17:56:07.790870+00:00,phase_e_prediction_9007144,N0,N0_five_seed_development_frozen,strategy_b_governed_learning_path_v1,student-mat:development:98,2026-07-14T17:56:07.790870+00:00,1,"[0.013616049133900682, 0.8763970948606514, 0.10998685600544775]","[[0.0028170838781559, 0.8140607561526666, 0.1831221599691773], [0.0027042862865032, 0.8958010796579216, 0.1014946340555752], [0.0090129620955136, 0.9406633947164742, 0.0503236431880121], [0.0026268923260397, 0.9183707154376832, 0.079002392236277], [0.050919021083291, 0.8130895283385117, 0.1359914505781972]]",0.0,0.4169141243382503,0.8763970948606514,1,True,8ee61fc73cd4d50a02433174ff16f13cd8ad267c56d06d8dba53830aa32ad2d3,3cfa27f77420e86f0c5e2707c1f05cb455d616d009192380a6fb76b460d14503,1411dae4774542f0db333954ab97949f971afb6d7ed211350016657e14669b11,"{'probability_available': False, 'uncertainty_available': False, 'deterministic_rule': True}",82212f38e826dd73bfa76c291c599bbf41d0820f905298a2d10c514953682693
d4d0d44edf1da1f2169735ec,2026-07-14T17:56:07.790870+00:00,phase_e_prediction_9007144,N0,N0_five_seed_development_frozen,strategy_b_governed_learning_path_v1,student-mat:development:99,2026-07-14T17:56:07.790870+00:00,0,"[0.6590062222507777, 0.3402668219912338, 0.00072695575798842]","[[0.4213483020358489, 0.5776536443844364, 0.0009980535797146], [0.8663282348016379, 0.1331757838582622, 0.0004959813400998], [0.6505068622739048, 0.3486797257596336, 0.0008134119664615], [0.62433612404795, 0.3746212128313456, 0.0010426631207043], [0.7325115880945465, 0.2672037431224915, 0.0002846687829619]]",0.2,0.6468899517041286,0.6590062222507777,0,True,8ee61fc73cd4d50a02433174ff16f13cd8ad267c56d06d8dba53830aa32ad2d3,3cfa27f77420e86f0c5e2707c1f05cb455d616d009192380a6fb76b460d14503,1411dae4774542f0db333954ab97949f971afb6d7ed211350016657e14669b11,"{'probability_available': False, 'uncertainty_available': False, 'deterministic_rule': True}",3c6493311f06d37e7d073944c1649c82945a9b39fb81922d2d41d71a7f3f3ac2
58b1a45547abe05b1cac6b68,2026-07-14T17:56:07.790870+00:00,phase_e_prediction_9007144,N0,N0_five_seed_development_frozen,strategy_b_governed_learning_path_v1,student-mat:development:100,2026-07-14T17:56:07.790870+00:00,0,"[0.9463405928076712, 0.053485695590309336, 0.00017371160201927238]","[[0.9540527273226718, 0.0459222188400097, 2.5053837318567088e-05], [0.8926687617698362, 0.1070366627602485, 0.0002945754699151], [0.965357687670987, 0.0343129250534238, 0.0003293872755892], [0.9595810922285616, 0.0403515479370384, 6.735983439989476e-05], [0.9600426950463, 0.0398051233608263, 0.0001521815928736]]",0.0,0.21032164865475755,0.9463405928076712,0,True,8ee61fc73cd4d50a02433174ff16f13cd8ad267c56d06d8dba53830aa32ad2d3,3cfa27f77420e86f0c5e2707c1f05cb455d616d009192380a6fb76b460d14503,1411dae4774542f0db333954ab97949f971afb6d7ed211350016657e14669b11,"{'probability_available': False, 'uncertainty_available': False, 'deterministic_rule': True}",cd8b7b40d50905c718fbf676bcca0db813c42da4cf3d2e9c31a756335179c48d
9f0b04187178be387d0b32d4,2026-07-14T17:56:07.790870+00:00,phase_e_prediction_9007144,N0,N0_five_seed_development_frozen,strategy_b_governed_learning_path_v1,student-mat:development:101,2026-07-14T17:56:07.790870+00:00,2,"[0.00017421040616686896, 0.049672328722378915, 0.9501534608714541]","[[6.188319240340055e-05, 0.0365098946992635, 0.963428222108333], [0.0003016619215617, 0.0552958494835539, 0.9444024885948844], [3.761042521574428e-05, 0.0309525168311747, 0.9690098727436096], [0.0003386868242501, 0.0586917322388689, 0.940969580936881], [0.0001312096674034, 0.0669116503590336, 0.9329571399735628]]",0.0,0.19922245546546125,0.9501534608714541,2,True,8ee61fc73cd4d50a02433174ff16f13cd8ad267c56d06d8dba53830aa32ad2d3,3cfa27f77420e86f0c5e2707c1f05cb455d616d009192380a6fb76b460d14503,1411dae4774542f0db333954ab97949f971afb6d7ed211350016657e14669b11,"{'probability_available': False, 'uncertainty_available': False, 'deterministic_rule': True}",e0a8912b48bbfb19834425a2ea38a69d154513054ad962a73ef481888cd188a0
599a3617617935995d98e6f2,2026-07-14T17:56:07.790870+00:00,phase_e_prediction_9007144,N0,N0_five_seed_development_frozen,strategy_b_governed_learning_path_v1,student-mat:development:102,2026-07-14T17:56:07.790870+00:00,1,"[0.01914683177927756, 0.963090895102102, 0.01776227311862026]","[[0.0135682934801616, 0.9663772709009067, 0.0200544356189315], [0.0244162179442676, 0.9492152474703676, 0.0263685345853646], [0.0144277139381417, 0.9737769918519972, 0.0117952942098611], [0.0243805248474918, 0.9661187241638088, 0.0095007509886994], [0.0189414086863251, 0.95996624112343, 0.0210923501902447]]",0.0,0.1835509918346403,0.963090895102102,1,True,8ee61fc73cd4d50a02433174ff16f13cd8ad267c56d06d8dba53830aa32ad2d3,3cfa27f77420e86f0c5e2707c1f05cb455d616d009192380a6fb76b460d14503,1411dae4774542f0db333954ab97949f971afb6d7ed211350016657e14669b11,"{'probability_available': False, 'uncertainty_available': False, 'deterministic_rule': True}",57c8f695b4a526b95992368809db9210a5729f0b231da23218582ed6a610b597
029a59dc01c20e857eaad304,2026-07-14T17:56:07.790870+00:00,phase_e_prediction_9007144,N0,N0_five_seed_development_frozen,strategy_b_governed_learning_path_v1,student-mat:development:103,2026-07-14T17:56:07.790870+00:00,0,"[0.9668047604457566, 0.032940821334060316, 0.00025441822018286]","[[0.962544274973366, 0.0373075162273721, 0.0001482087992618], [0.9540669603015924, 0.0455499565606167, 0.0003830831377906], [0.9852592939937408, 0.0143109317793977, 0.0004297742268613], [0.9589659011185911, 0.0408417658533238, 0.0001923330280849], [0.973187371841493, 0.0266939362495913, 0.0001186919089157]]",0.0,0.14717220537894596,0.9668047604457566,0,True,8ee61fc73cd4d50a02433174ff16f13cd8ad267c56d06d8dba53830aa32ad2d3,3cfa27f77420e86f0c5e2707c1f05cb455d616d009192380a6fb76b460d14503,1411dae4774542f0db333954ab97949f971afb6d7ed211350016657e14669b11,"{'probability_available': False, 'uncertainty_available': False, 'deterministic_rule': True}",76c41291bf5ef9959e3199d0d8d214dc7c5757ac7bf51a90d42a4a3f0c61cddd
eac678392b4ab44165af3572,2026-07-14T17:56:07.790870+00:00,phase_e_prediction_9007144,N0,N0_five_seed_development_frozen,strategy_b_governed_learning_path_v1,student-mat:development:106,2026-07-14T17:56:07.790870+00:00,0,"[0.8542899068141804, 0.14424442921928693, 0.00146566396653258]","[[0.9264756005378274, 0.0729564394016748, 0.0005679600604977], [0.7944998450326907, 0.2049347240976592, 0.0005654308696501], [0.8815084348956762, 0.1173340408528566, 0.0011575242514671], [0.8354453855979068, 0.1641892754525278, 0.0003653389495654], [0.8335202680068009, 0.1618076662917163, 0.0046720657014826]]",0.0,0.423394377560309,0.8542899068141804,0,True,8ee61fc73cd4d50a02433174ff16f13cd8ad267c56d06d8dba53830aa32ad2d3,3cfa27f77420e86f0c5e2707c1f05cb455d616d009192380a6fb76b460d14503,1411dae4774542f0db333954ab97949f971afb6d7ed211350016657e14669b11,"{'probability_available': False, 'uncertainty_available': False, 'deterministic_rule': True}",ea5733cefaf4d27212fb77b7f85ba7c40225b31400646cbf0e5f4cca75f24ff4
5287d783f9924e07d50f064e,2026-07-14T17:56:07.790870+00:00,phase_e_prediction_9007144,N0,N0_five_seed_development_frozen,strategy_b_governed_learning_path_v1,student-mat:development:108,2026-07-14T17:56:07.790870+00:00,1,"[0.01914683177927756, 0.963090895102102, 0.01776227311862026]","[[0.0135682934801616, 0.9663772709009067, 0.0200544356189315], [0.0244162179442676, 0.9492152474703676, 0.0263685345853646], [0.0144277139381417, 0.9737769918519972, 0.0117952942098611], [0.0243805248474918, 0.9661187241638088, 0.0095007509886994], [0.0189414086863251, 0.95996624112343, 0.0210923501902447]]",0.0,0.1835509918346403,0.963090895102102,1,True,8ee61fc73cd4d50a02433174ff16f13cd8ad267c56d06d8dba53830aa32ad2d3,3cfa27f77420e86f0c5e2707c1f05cb455d616d009192380a6fb76b460d14503,1411dae4774542f0db333954ab97949f971afb6d7ed211350016657e14669b11,"{'probability_available': False, 'uncertainty_available': False, 'deterministic_rule': True}",57c8f695b4a526b95992368809db9210a5729f0b231da23218582ed6a610b597
08a91da8d05c652ce70265d9,2026-07-14T17:56:07.790870+00:00,phase_e_prediction_9007144,N0,N0_five_seed_development_frozen,strategy_b_governed_learning_path_v1,student-mat:development:109,2026-07-14T17:56:07.790870+00:00,2,"[0.00824180872239464, 0.2253111964688089, 0.7664469948087963]","[[0.0104917561330008, 0.362544011966363, 0.6269642319006362], [0.014620695208681, 0.313355295682865, 0.672024009108454], [0.0050255033894373, 0.1089019512865397, 0.8860725453240229], [0.0025483068532355, 0.0870870394057502, 0.9103646537410142], [0.0085227820276186, 0.2546676840025267, 0.7368095339698545]]",0.0,0.5791907780589669,0.7664469948087963,2,True,8ee61fc73cd4d50a02433174ff16f13cd8ad267c56d06d8dba53830aa32ad2d3,3cfa27f77420e86f0c5e2707c1f05cb455d616d009192380a6fb76b460d14503,1411dae4774542f0db333954ab97949f971afb6d7ed211350016657e14669b11,"{'probability_available': False, 'uncertainty_available': False, 'deterministic_rule': True}",c24444cd94f078e992d13e52a77cdea4089fe481d9f20b6021873316c0d98871
5179795dc31e17a2010220cb,2026-07-14T17:56:07.790870+00:00,phase_e_prediction_9007144,N0,N0_five_seed_development_frozen,strategy_b_governed_learning_path_v1,student-mat:development:111,2026-07-14T17:56:07.790870+00:00,1,"[0.3981032802558862, 0.5976693876413959, 0.0042273321027178805]","[[0.1731735093048909, 0.8229333505279082, 0.0038931401672009], [0.2013127613543712, 0.796631200680615, 0.0020560379650137], [0.5758316900320033, 0.4210051280463735, 0.0031631819216231], [0.3408066758910849, 0.657228375429054, 0.001964948679861], [0.6993917646970808, 0.2905488835230285, 0.0100593517798907]]",0.4,0.6974088554072877,0.5976693876413959,1,True,8ee61fc73cd4d50a02433174ff16f13cd8ad267c56d06d8dba53830aa32ad2d3,3cfa27f77420e86f0c5e2707c1f05cb455d616d009192380a6fb76b460d14503,1411dae4774542f0db333954ab97949f971afb6d7ed211350016657e14669b11,"{'probability_available': False, 'uncertainty_available': False, 'deterministic_rule': True}",41b3223e456eae5fc3731adbe9e15bf8cafdf4dda66d1196e02285e5d20305b4
3561213216fc9aab0f1b7499,2026-07-14T17:56:07.790870+00:00,phase_e_prediction_9007144,N0,N0_five_seed_development_frozen,strategy_b_governed_learning_path_v1,student-mat:development:112,2026-07-14T17:56:07.790870+00:00,1,"[0.02643643094671062, 0.9432045507140311, 0.030359018339258238]","[[0.0046084662083727, 0.9656568811077136, 0.0297346526839135], [0.0041315965046614, 0.982282690835873, 0.0135857126594654], [0.0162288443756792, 0.9673169870783694, 0.0164541685459513], [0.0041160470204037, 0.9810797802701674, 0.0148041727094287], [0.1030972006244361, 0.8196864142780315, 0.0772163850975323]]",0.0,0.25728953073102706,0.9432045507140311,1,True,8ee61fc73cd4d50a02433174ff16f13cd8ad267c56d06d8dba53830aa32ad2d3,3cfa27f77420e86f0c5e2707c1f05cb455d616d009192380a6fb76b460d14503,1411dae4774542f0db333954ab97949f971afb6d7ed211350016657e14669b11,"{'probability_available': False, 'uncertainty_available': False, 'deterministic_rule': True}",57c8f695b4a526b95992368809db9210a5729f0b231da23218582ed6a610b597
9b6c1af75eb86b4f80f10dbb,2026-07-14T17:56:07.790870+00:00,phase_e_prediction_9007144,N0,N0_five_seed_development_frozen,strategy_b_governed_learning_path_v1,student-mat:development:113,2026-07-14T17:56:07.790870+00:00,2,"[0.00023329165354329132, 0.014373845482166001, 0.9853928628642906]","[[2.3380351686190047e-05, 0.0044405872275018, 0.995536032420812], [0.0003146649055198, 0.0148725828359607, 0.9848127522585194], [0.0005051959569481, 0.0281623821492245, 0.9713324218938272], [8.552871482526656e-05, 0.0093238940917678, 0.9905905771934068], [0.0002376883387371, 0.0150697811063752, 0.9846925305548876]]",0.0,0.07742981097552815,0.9853928628642906,2,True,8ee61fc73cd4d50a02433174ff16f13cd8ad267c56d06d8dba53830aa32ad2d3,3cfa27f77420e86f0c5e2707c1f05cb455d616d009192380a6fb76b460d14503,1411dae4774542f0db333954ab97949f971afb6d7ed211350016657e14669b11,"{'probability_available': False, 'uncertainty_available': False, 'deterministic_rule': True}",d08e01178da83a09c555014bf03810ffe2d2a1d06c39b8d4d6aa154042787468
cd0783c1bd7b5c439c57a995,2026-07-14T17:56:07.790870+00:00,phase_e_prediction_9007144,N0,N0_five_seed_development_frozen,strategy_b_governed_learning_path_v1,student-mat:development:114,2026-07-14T17:56:07.790870+00:00,0,"[0.5923310941033354, 0.4070627715080005, 0.0006061343886639799]","[[0.4744480165204884, 0.5253914498241121, 0.0001605336553994], [0.5617309424561477, 0.4374982283624617, 0.0007708291813904], [0.6670350562076613, 0.3316980366820437, 0.0012669071102949], [0.5969064025830322, 0.4026976682228623, 0.0003959291941054], [0.6615350527493473, 0.3380284744485228, 0.0004364728021298]]",0.2,0.6805511612995161,0.5923310941033354,0,True,8ee61fc73cd4d50a02433174ff16f13cd8ad267c56d06d8dba53830aa32ad2d3,3cfa27f77420e86f0c5e2707c1f05cb455d616d009192380a6fb76b460d14503,1411dae4774542f0db333954ab97949f971afb6d7ed211350016657e14669b11,"{'probability_available': False, 'uncertainty_available': False, 'deterministic_rule': True}",94ed498642a9faa565831289306f758de5c0c0e575bedac63bafd08f32aceecb
a716099f920928037d585020,2026-07-14T17:56:07.790870+00:00,phase_e_prediction_9007144,N0,N0_five_seed_development_frozen,strategy_b_governed_learning_path_v1,student-mat:development:115,2026-07-14T17:56:07.790870+00:00,2,"[0.00599978589109926, 0.13552267863803077, 0.8584775354708698]","[[0.0070396210099754, 0.1975912899699021, 0.7953690890201224], [0.0098182636157299, 0.16245113698865, 0.8277305993956199], [0.0047345982765629, 0.0840738447038026, 0.9111915570196344], [0.002277191623301, 0.0756965992606432, 0.9220262091160556], [0.0061292549299271, 0.157800522267156, 0.8360702228029168]]",0.0,0.432552104566852,0.8584775354708698,2,True,8ee61fc73cd4d50a02433174ff16f13cd8ad267c56d06d8dba53830aa32ad2d3,3cfa27f77420e86f0c5e2707c1f05cb455d616d009192380a6fb76b460d14503,1411dae4774542f0db333954ab97949f971afb6d7ed211350016657e14669b11,"{'probability_available': False, 'uncertainty_available': False, 'deterministic_rule': True}",9ade62512954666b582fee2e3268c01290488dfdcaf0fa8bd4a7afce600b7e31
35ffbff3a578cd9f6ed6720f,2026-07-14T17:56:07.790870+00:00,phase_e_prediction_9007144,N0,N0_five_seed_development_frozen,strategy_b_governed_learning_path_v1,student-mat:development:116,2026-07-14T17:56:07.790870+00:00,1,"[0.015198358652702321, 0.9629004498441841, 0.021901191503113537]","[[0.0103327468332824, 0.9643996459972296, 0.025267607169488], [0.0207674814888496, 0.9480310700481523, 0.0312014484629979], [0.0099261670486453, 0.972103748292654, 0.0179700846587005], [0.0191464952888193, 0.969998421073054, 0.0108550836381266], [0.015818902603915, 0.9599693638098302, 0.0242117335862547]]",0.0,0.18372079422413123,0.9629004498441841,1,True,8ee61fc73cd4d50a02433174ff16f13cd8ad267c56d06d8dba53830aa32ad2d3,3cfa27f77420e86f0c5e2707c1f05cb455d616d009192380a6fb76b460d14503,1411dae4774542f0db333954ab97949f971afb6d7ed211350016657e14669b11,"{'probability_available': False, 'uncertainty_available': False, 'deterministic_rule': True}",749e1f323bc5909e817dffe444c61eb4bf4a5db7bc7dd679ad5e82ad331850ab
9fe1fca1fb43e7ad9fc901f8,2026-07-14T17:56:07.790870+00:00,phase_e_prediction_9007144,N0,N0_five_seed_development_frozen,strategy_b_governed_learning_path_v1,student-mat:development:117,2026-07-14T17:56:07.790870+00:00,1,"[0.0074225413621859405, 0.7241541630190671, 0.2684232956187469]","[[0.0016179563917231, 0.6100824728840314, 0.3882995707242455], [0.0020426457714108, 0.6814104152032887, 0.3165469390253004], [0.0064325890716248, 0.8318056371233727, 0.1617617738050024], [0.0020976058993952, 0.7895363935520758, 0.2083660005485289], [0.0249219096767758, 0.7079358963325668, 0.2671421939906573]]",0.0,0.6231435755937311,0.7241541630190671,1,True,8ee61fc73cd4d50a02433174ff16f13cd8ad267c56d06d8dba53830aa32ad2d3,3cfa27f77420e86f0c5e2707c1f05cb455d616d009192380a6fb76b460d14503,1411dae4774542f0db333954ab97949f971afb6d7ed211350016657e14669b11,"{'probability_available': False, 'uncertainty_available': False, 'deterministic_rule': True}",30e024444379ee18d16461f0b58b8cd1c3f9cf4bb6cd5140ad5a6b032fd7b1d0
c24df7cc145c346ddde08c35,2026-07-14T17:56:07.790870+00:00,phase_e_prediction_9007144,N0,N0_five_seed_development_frozen,strategy_b_governed_learning_path_v1,student-mat:development:119,2026-07-14T17:56:07.790870+00:00,1,"[0.00601915159209902, 0.7389029710535817, 0.2550778773543191]","[[0.0043168966638311, 0.4734884796321911, 0.5221946237039777], [0.0053764030347327, 0.7200229515872437, 0.2746006453780235], [0.0069645982402152, 0.8911132118355415, 0.1019221899242432], [0.0089925396869498, 0.7264453586738405, 0.2645621016392096], [0.0044453203347663, 0.8834448535390924, 0.1121098261261412]]",0.2,0.6028423568840697,0.7389029710535817,1,True,8ee61fc73cd4d50a02433174ff16f13cd8ad267c56d06d8dba53830aa32ad2d3,3cfa27f77420e86f0c5e2707c1f05cb455d616d009192380a6fb76b460d14503,1411dae4774542f0db333954ab97949f971afb6d7ed211350016657e14669b11,"{'probability_available': False, 'uncertainty_available': False, 'deterministic_rule': True}",a69cf01968481ff1cb4dd7d0f6cd37b6fe3646319db36d265b12997b328885de
8d70cc4ee87fa080b366f7bd,2026-07-14T17:56:07.790870+00:00,phase_e_prediction_9007144,N0,N0_five_seed_development_frozen,strategy_b_governed_learning_path_v1,student-mat:development:120,2026-07-14T17:56:07.790870+00:00,2,"[0.0006835465685626001, 0.05100100785395326, 0.948315445577484]","[[0.0006549732690835, 0.0755678569808359, 0.9237771697500806], [0.0004200905061552, 0.0433880794982931, 0.9561918299955516], [0.001301622398417, 0.0599710007869121, 0.9387273768146708], [0.0007324574774533, 0.0596963671913229, 0.9395711753312236], [0.000308589191704, 0.0163817348124023, 0.9833096759958936]]",0.0,0.20708152160180476,0.948315445577484,2,True,8ee61fc73cd4d50a02433174ff16f13cd8ad267c56d06d8dba53830aa32ad2d3,3cfa27f77420e86f0c5e2707c1f05cb455d616d009192380a6fb76b460d14503,1411dae4774542f0db333954ab97949f971afb6d7ed211350016657e14669b11,"{'probability_available': False, 'uncertainty_available': False, 'deterministic_rule': True}",f989915cf083c5d61c8ea3e6fbcc370d93914774ad8a7d5965899708d1eab6f6
b6ce4f3dc38b453004220adc,2026-07-14T17:56:07.790870+00:00,phase_e_prediction_9007144,N0,N0_five_seed_development_frozen,strategy_b_governed_learning_path_v1,student-mat:development:121,2026-07-14T17:56:07.790870+00:00,2,"[0.00164397194869416, 0.13079437865575172, 0.8675616493955541]","[[0.0009231350812557, 0.1016084835241428, 0.8974683813946013], [0.0008167626096668, 0.090464009470878, 0.9087192279194553], [0.0039142297176357, 0.2346237687253866, 0.7614620015569777], [0.0015963377803244, 0.1375267964688257, 0.8608768657508499], [0.0009693945545882, 0.0897488350895255, 0.9092817703558862]]",0.0,0.3998448864579859,0.8675616493955541,1,False,8ee61fc73cd4d50a02433174ff16f13cd8ad267c56d06d8dba53830aa32ad2d3,3cfa27f77420e86f0c5e2707c1f05cb455d616d009192380a6fb76b460d14503,1411dae4774542f0db333954ab97949f971afb6d7ed211350016657e14669b11,"{'probability_available': False, 'uncertainty_available': False, 'deterministic_rule': True}",f7c23ca29a2d9861461db82d1cf82855c6da17ff5b111700aa7eaeed57c2927a
