candidate_order,case_id,action_id,expert_id,relevance_score,approval_status,missing_action,safety_concern,escalation_required,reason_support,comment
6,case_1951c1f0fc1a7075848b02da,RETRIEVAL_PRACTICE,expert_01,,,,,,,
7,case_1951c1f0fc1a7075848b02da,INSTRUCTOR_CONTACT,expert_01,,,,,,,
8,case_1951c1f0fc1a7075848b02da,VLE_ENGAGEMENT,expert_01,,,,,,,
9,case_1951c1f0fc1a7075848b02da,STUDY_SCHEDULE,expert_01,,,,,,,
1,case_9ad0c1aab4664d174f998771,ASSESSMENT_COMPLETION,expert_01,,,,,,,
2,case_9ad0c1aab4664d174f998771,DIAGNOSTIC_CHECK,expert_01,,,,,,,
3,case_9ad0c1aab4664d174f998771,LEARNING_CONSOLIDATION,expert_01,,,,,,,
4,case_9ad0c1aab4664d174f998771,ADVISOR_ESCALATION,expert_01,,,,,,,
5,case_9ad0c1aab4664d174f998771,VLE_ENGAGEMENT,expert_01,,,,,,,
6,case_9ad0c1aab4664d174f998771,STUDY_SCHEDULE,expert_01,,,,,,,
7,case_9ad0c1aab4664d174f998771,INSTRUCTOR_CONTACT,expert_01,,,,,,,
8,case_9ad0c1aab4664d174f998771,RETRIEVAL_PRACTICE,expert_01,,,,,,,
9,case_9ad0c1aab4664d174f998771,PROGRESS_MONITORING,expert_01,,,,,,,
1,case_7cf3441132aff98561f01600,LEARNING_CONSOLIDATION,expert_01,,,,,,,
2,case_7cf3441132aff98561f01600,ADVISOR_ESCALATION,expert_01,,,,,,,
3,case_7cf3441132aff98561f01600,PROGRESS_MONITORING,expert_01,,,,,,,
4,case_7cf3441132aff98561f01600,RETRIEVAL_PRACTICE,expert_01,,,,,,,
5,case_7cf3441132aff98561f01600,DIAGNOSTIC_CHECK,expert_01,,,,,,,
6,case_7cf3441132aff98561f01600,INSTRUCTOR_CONTACT,expert_01,,,,,,,
7,case_7cf3441132aff98561f01600,VLE_ENGAGEMENT,expert_01,,,,,,,
8,case_7cf3441132aff98561f01600,STUDY_SCHEDULE,expert_01,,,,,,,
1,case_26c011a9d334768465f071f2,RETRIEVAL_PRACTICE,expert_01,,,,,,,
2,case_26c011a9d334768465f071f2,STUDY_SCHEDULE,expert_01,,,,,,,
3,case_26c011a9d334768465f071f2,INSTRUCTOR_CONTACT,expert_01,,,,,,,
4,case_26c011a9d334768465f071f2,DIAGNOSTIC_CHECK,expert_01,,,,,,,
5,case_26c011a9d334768465f071f2,PROGRESS_MONITORING,expert_01,,,,,,,
6,case_26c011a9d334768465f071f2,VLE_ENGAGEMENT,expert_01,,,,,,,
7,case_26c011a9d334768465f071f2,ADVISOR_ESCALATION,expert_01,,,,,,,
8,case_26c011a9d334768465f071f2,LEARNING_CONSOLIDATION,expert_01,,,,,,,
1,case_0691255a4ae3740c11568831,INSTRUCTOR_CONTACT,expert_01,,,,,,,
2,case_0691255a4ae3740c11568831,DIAGNOSTIC_CHECK,expert_01,,,,,,,
3,case_0691255a4ae3740c11568831,PROGRESS_MONITORING,expert_01,,,,,,,
4,case_0691255a4ae3740c11568831,ADVISOR_ESCALATION,expert_01,,,,,,,
5,case_0691255a4ae3740c11568831,RETRIEVAL_PRACTICE,expert_01,,,,,,,
6,case_0691255a4ae3740c11568831,ASSESSMENT_COMPLETION,expert_01,,,,,,,
7,case_0691255a4ae3740c11568831,STUDY_SCHEDULE,expert_01,,,,,,,
8,case_0691255a4ae3740c11568831,LEARNING_CONSOLIDATION,expert_01,,,,,,,
9,case_0691255a4ae3740c11568831,VLE_ENGAGEMENT,expert_01,,,,,,,
1,case_484c9cb1ca4a67a730b82d51,VLE_ENGAGEMENT,expert_01,,,,,,,
2,case_484c9cb1ca4a67a730b82d51,RETRIEVAL_PRACTICE,expert_01,,,,,,,
3,case_484c9cb1ca4a67a730b82d51,ADVISOR_ESCALATION,expert_01,,,,,,,
4,case_484c9cb1ca4a67a730b82d51,LEARNING_CONSOLIDATION,expert_01,,,,,,,
5,case_484c9cb1ca4a67a730b82d51,DIAGNOSTIC_CHECK,expert_01,,,,,,,
6,case_484c9cb1ca4a67a730b82d51,ASSESSMENT_COMPLETION,expert_01,,,,,,,
7,case_484c9cb1ca4a67a730b82d51,PROGRESS_MONITORING,expert_01,,,,,,,
8,case_484c9cb1ca4a67a730b82d51,INSTRUCTOR_CONTACT,expert_01,,,,,,,
9,case_484c9cb1ca4a67a730b82d51,STUDY_SCHEDULE,expert_01,,,,,,,
1,case_24118b756d494e4a2a117528,PROGRESS_MONITORING,expert_01,,,,,,,
2,case_24118b756d494e4a2a117528,DIAGNOSTIC_CHECK,expert_01,,,,,,,
3,case_24118b756d494e4a2a117528,ASSESSMENT_COMPLETION,expert_01,,,,,,,
4,case_24118b756d494e4a2a117528,ADVISOR_ESCALATION,expert_01,,,,,,,
5,case_24118b756d494e4a2a117528,VLE_ENGAGEMENT,expert_01,,,,,,,
6,case_24118b756d494e4a2a117528,INSTRUCTOR_CONTACT,expert_01,,,,,,,
7,case_24118b756d494e4a2a117528,STUDY_SCHEDULE,expert_01,,,,,,,
8,case_24118b756d494e4a2a117528,RETRIEVAL_PRACTICE,expert_01,,,,,,,
9,case_24118b756d494e4a2a117528,LEARNING_CONSOLIDATION,expert_01,,,,,,,
1,case_5d865603de0da8a210a4ac5d,ASSESSMENT_COMPLETION,expert_01,,,,,,,
2,case_5d865603de0da8a210a4ac5d,DIAGNOSTIC_CHECK,expert_01,,,,,,,
3,case_5d865603de0da8a210a4ac5d,STUDY_SCHEDULE,expert_01,,,,,,,
4,case_5d865603de0da8a210a4ac5d,VLE_ENGAGEMENT,expert_01,,,,,,,
5,case_5d865603de0da8a210a4ac5d,LEARNING_CONSOLIDATION,expert_01,,,,,,,
6,case_5d865603de0da8a210a4ac5d,RETRIEVAL_PRACTICE,expert_01,,,,,,,
7,case_5d865603de0da8a210a4ac5d,PROGRESS_MONITORING,expert_01,,,,,,,
8,case_5d865603de0da8a210a4ac5d,INSTRUCTOR_CONTACT,expert_01,,,,,,,
9,case_5d865603de0da8a210a4ac5d,ADVISOR_ESCALATION,expert_01,,,,,,,
1,case_4c4fac70912aea2ce371b26d,STUDY_SCHEDULE,expert_01,,,,,,,
2,case_4c4fac70912aea2ce371b26d,ADVISOR_ESCALATION,expert_01,,,,,,,
3,case_4c4fac70912aea2ce371b26d,RETRIEVAL_PRACTICE,expert_01,,,,,,,
4,case_4c4fac70912aea2ce371b26d,LEARNING_CONSOLIDATION,expert_01,,,,,,,
5,case_4c4fac70912aea2ce371b26d,VLE_ENGAGEMENT,expert_01,,,,,,,
6,case_4c4fac70912aea2ce371b26d,INSTRUCTOR_CONTACT,expert_01,,,,,,,
7,case_4c4fac70912aea2ce371b26d,ASSESSMENT_COMPLETION,expert_01,,,,,,,
8,case_4c4fac70912aea2ce371b26d,PROGRESS_MONITORING,expert_01,,,,,,,
9,case_4c4fac70912aea2ce371b26d,DIAGNOSTIC_CHECK,expert_01,,,,,,,
1,case_c8252a6c6487cb84fbd433e1,STUDY_SCHEDULE,expert_01,,,,,,,
2,case_c8252a6c6487cb84fbd433e1,LEARNING_CONSOLIDATION,expert_01,,,,,,,
3,case_c8252a6c6487cb84fbd433e1,ADVISOR_ESCALATION,expert_01,,,,,,,
4,case_c8252a6c6487cb84fbd433e1,ASSESSMENT_COMPLETION,expert_01,,,,,,,
5,case_c8252a6c6487cb84fbd433e1,INSTRUCTOR_CONTACT,expert_01,,,,,,,
6,case_c8252a6c6487cb84fbd433e1,DIAGNOSTIC_CHECK,expert_01,,,,,,,
7,case_c8252a6c6487cb84fbd433e1,RETRIEVAL_PRACTICE,expert_01,,,,,,,
8,case_c8252a6c6487cb84fbd433e1,PROGRESS_MONITORING,expert_01,,,,,,,
9,case_c8252a6c6487cb84fbd433e1,VLE_ENGAGEMENT,expert_01,,,,,,,
1,case_1d4b18546528a79c1e2c4e0d,DIAGNOSTIC_CHECK,expert_01,,,,,,,
2,case_1d4b18546528a79c1e2c4e0d,ADVISOR_ESCALATION,expert_01,,,,,,,
3,case_1d4b18546528a79c1e2c4e0d,LEARNING_CONSOLIDATION,expert_01,,,,,,,
4,case_1d4b18546528a79c1e2c4e0d,RETRIEVAL_PRACTICE,expert_01,,,,,,,
5,case_1d4b18546528a79c1e2c4e0d,STUDY_SCHEDULE,expert_01,,,,,,,
6,case_1d4b18546528a79c1e2c4e0d,ASSESSMENT_COMPLETION,expert_01,,,,,,,
7,case_1d4b18546528a79c1e2c4e0d,INSTRUCTOR_CONTACT,expert_01,,,,,,,
8,case_1d4b18546528a79c1e2c4e0d,PROGRESS_MONITORING,expert_01,,,,,,,
9,case_1d4b18546528a79c1e2c4e0d,VLE_ENGAGEMENT,expert_01,,,,,,,
1,case_560ede287986e05552180c19,LEARNING_CONSOLIDATION,expert_01,,,,,,,
2,case_560ede287986e05552180c19,ADVISOR_ESCALATION,expert_01,,,,,,,
3,case_560ede287986e05552180c19,ASSESSMENT_COMPLETION,expert_01,,,,,,,
4,case_560ede287986e05552180c19,VLE_ENGAGEMENT,expert_01,,,,,,,
5,case_560ede287986e05552180c19,INSTRUCTOR_CONTACT,expert_01,,,,,,,
6,case_560ede287986e05552180c19,DIAGNOSTIC_CHECK,expert_01,,,,,,,
7,case_560ede287986e05552180c19,STUDY_SCHEDULE,expert_01,,,,,,,
8,case_560ede287986e05552180c19,PROGRESS_MONITORING,expert_01,,,,,,,
9,case_560ede287986e05552180c19,RETRIEVAL_PRACTICE,expert_01,,,,,,,
1,case_5c0b2f98df49774640708d6a,PROGRESS_MONITORING,expert_01,,,,,,,
2,case_5c0b2f98df49774640708d6a,LEARNING_CONSOLIDATION,expert_01,,,,,,,
3,case_5c0b2f98df49774640708d6a,STUDY_SCHEDULE,expert_01,,,,,,,
4,case_5c0b2f98df49774640708d6a,ADVISOR_ESCALATION,expert_01,,,,,,,
5,case_5c0b2f98df49774640708d6a,ASSESSMENT_COMPLETION,expert_01,,,,,,,
6,case_5c0b2f98df49774640708d6a,INSTRUCTOR_CONTACT,expert_01,,,,,,,
7,case_5c0b2f98df49774640708d6a,RETRIEVAL_PRACTICE,expert_01,,,,,,,
8,case_5c0b2f98df49774640708d6a,DIAGNOSTIC_CHECK,expert_01,,,,,,,
9,case_5c0b2f98df49774640708d6a,VLE_ENGAGEMENT,expert_01,,,,,,,
1,case_b94f8d9a197e138e6b1d7714,INSTRUCTOR_CONTACT,expert_01,,,,,,,
2,case_b94f8d9a197e138e6b1d7714,PROGRESS_MONITORING,expert_01,,,,,,,
3,case_b94f8d9a197e138e6b1d7714,ASSESSMENT_COMPLETION,expert_01,,,,,,,
4,case_b94f8d9a197e138e6b1d7714,RETRIEVAL_PRACTICE,expert_01,,,,,,,
5,case_b94f8d9a197e138e6b1d7714,STUDY_SCHEDULE,expert_01,,,,,,,
6,case_b94f8d9a197e138e6b1d7714,LEARNING_CONSOLIDATION,expert_01,,,,,,,
7,case_b94f8d9a197e138e6b1d7714,VLE_ENGAGEMENT,expert_01,,,,,,,
8,case_b94f8d9a197e138e6b1d7714,ADVISOR_ESCALATION,expert_01,,,,,,,
9,case_b94f8d9a197e138e6b1d7714,DIAGNOSTIC_CHECK,expert_01,,,,,,,
1,case_c1b1d7ab66c0500c1245eee6,STUDY_SCHEDULE,expert_01,,,,,,,
2,case_c1b1d7ab66c0500c1245eee6,PROGRESS_MONITORING,expert_01,,,,,,,
3,case_c1b1d7ab66c0500c1245eee6,VLE_ENGAGEMENT,expert_01,,,,,,,
4,case_c1b1d7ab66c0500c1245eee6,ADVISOR_ESCALATION,expert_01,,,,,,,
5,case_c1b1d7ab66c0500c1245eee6,RETRIEVAL_PRACTICE,expert_01,,,,,,,
6,case_c1b1d7ab66c0500c1245eee6,DIAGNOSTIC_CHECK,expert_01,,,,,,,
7,case_c1b1d7ab66c0500c1245eee6,INSTRUCTOR_CONTACT,expert_01,,,,,,,
8,case_c1b1d7ab66c0500c1245eee6,ASSESSMENT_COMPLETION,expert_01,,,,,,,
9,case_c1b1d7ab66c0500c1245eee6,LEARNING_CONSOLIDATION,expert_01,,,,,,,
1,case_0e7308cc32412517bf32a48d,PROGRESS_MONITORING,expert_01,,,,,,,
2,case_0e7308cc32412517bf32a48d,RETRIEVAL_PRACTICE,expert_01,,,,,,,
3,case_0e7308cc32412517bf32a48d,INSTRUCTOR_CONTACT,expert_01,,,,,,,
4,case_0e7308cc32412517bf32a48d,VLE_ENGAGEMENT,expert_01,,,,,,,
5,case_0e7308cc32412517bf32a48d,ADVISOR_ESCALATION,expert_01,,,,,,,
6,case_0e7308cc32412517bf32a48d,DIAGNOSTIC_CHECK,expert_01,,,,,,,
7,case_0e7308cc32412517bf32a48d,STUDY_SCHEDULE,expert_01,,,,,,,
8,case_0e7308cc32412517bf32a48d,LEARNING_CONSOLIDATION,expert_01,,,,,,,
9,case_0e7308cc32412517bf32a48d,ASSESSMENT_COMPLETION,expert_01,,,,,,,
1,case_0e3239a7f3ce6a68605fc0f8,LEARNING_CONSOLIDATION,expert_01,,,,,,,
2,case_0e3239a7f3ce6a68605fc0f8,ASSESSMENT_COMPLETION,expert_01,,,,,,,
3,case_0e3239a7f3ce6a68605fc0f8,INSTRUCTOR_CONTACT,expert_01,,,,,,,
4,case_0e3239a7f3ce6a68605fc0f8,RETRIEVAL_PRACTICE,expert_01,,,,,,,
5,case_0e3239a7f3ce6a68605fc0f8,PROGRESS_MONITORING,expert_01,,,,,,,
6,case_0e3239a7f3ce6a68605fc0f8,STUDY_SCHEDULE,expert_01,,,,,,,
7,case_0e3239a7f3ce6a68605fc0f8,VLE_ENGAGEMENT,expert_01,,,,,,,
8,case_0e3239a7f3ce6a68605fc0f8,DIAGNOSTIC_CHECK,expert_01,,,,,,,
9,case_0e3239a7f3ce6a68605fc0f8,ADVISOR_ESCALATION,expert_01,,,,,,,
1,case_2ffeb7c32b03a29afcea762c,LEARNING_CONSOLIDATION,expert_01,,,,,,,
2,case_2ffeb7c32b03a29afcea762c,ADVISOR_ESCALATION,expert_01,,,,,,,
3,case_2ffeb7c32b03a29afcea762c,PROGRESS_MONITORING,expert_01,,,,,,,
4,case_2ffeb7c32b03a29afcea762c,INSTRUCTOR_CONTACT,expert_01,,,,,,,
5,case_2ffeb7c32b03a29afcea762c,STUDY_SCHEDULE,expert_01,,,,,,,
6,case_2ffeb7c32b03a29afcea762c,DIAGNOSTIC_CHECK,expert_01,,,,,,,
7,case_2ffeb7c32b03a29afcea762c,VLE_ENGAGEMENT,expert_01,,,,,,,
8,case_2ffeb7c32b03a29afcea762c,ASSESSMENT_COMPLETION,expert_01,,,,,,,
9,case_2ffeb7c32b03a29afcea762c,RETRIEVAL_PRACTICE,expert_01,,,,,,,
1,case_5717aef68c72999408e0cffa,VLE_ENGAGEMENT,expert_01,,,,,,,
2,case_5717aef68c72999408e0cffa,RETRIEVAL_PRACTICE,expert_01,,,,,,,
3,case_5717aef68c72999408e0cffa,INSTRUCTOR_CONTACT,expert_01,,,,,,,
4,case_5717aef68c72999408e0cffa,ASSESSMENT_COMPLETION,expert_01,,,,,,,
5,case_5717aef68c72999408e0cffa,STUDY_SCHEDULE,expert_01,,,,,,,
6,case_5717aef68c72999408e0cffa,DIAGNOSTIC_CHECK,expert_01,,,,,,,
7,case_5717aef68c72999408e0cffa,PROGRESS_MONITORING,expert_01,,,,,,,
8,case_5717aef68c72999408e0cffa,ADVISOR_ESCALATION,expert_01,,,,,,,
9,case_5717aef68c72999408e0cffa,LEARNING_CONSOLIDATION,expert_01,,,,,,,
1,case_bb5169e37b77cead40b87c1e,STUDY_SCHEDULE,expert_01,,,,,,,
2,case_bb5169e37b77cead40b87c1e,VLE_ENGAGEMENT,expert_01,,,,,,,
3,case_bb5169e37b77cead40b87c1e,PROGRESS_MONITORING,expert_01,,,,,,,
4,case_bb5169e37b77cead40b87c1e,RETRIEVAL_PRACTICE,expert_01,,,,,,,
5,case_bb5169e37b77cead40b87c1e,ADVISOR_ESCALATION,expert_01,,,,,,,
6,case_bb5169e37b77cead40b87c1e,LEARNING_CONSOLIDATION,expert_01,,,,,,,
7,case_bb5169e37b77cead40b87c1e,DIAGNOSTIC_CHECK,expert_01,,,,,,,
8,case_bb5169e37b77cead40b87c1e,INSTRUCTOR_CONTACT,expert_01,,,,,,,
9,case_bb5169e37b77cead40b87c1e,ASSESSMENT_COMPLETION,expert_01,,,,,,,
1,case_34cf6583dc726e67809cee4d,RETRIEVAL_PRACTICE,expert_01,,,,,,,
2,case_34cf6583dc726e67809cee4d,PROGRESS_MONITORING,expert_01,,,,,,,
3,case_34cf6583dc726e67809cee4d,VLE_ENGAGEMENT,expert_01,,,,,,,
4,case_34cf6583dc726e67809cee4d,ASSESSMENT_COMPLETION,expert_01,,,,,,,
5,case_34cf6583dc726e67809cee4d,LEARNING_CONSOLIDATION,expert_01,,,,,,,
6,case_34cf6583dc726e67809cee4d,DIAGNOSTIC_CHECK,expert_01,,,,,,,
7,case_34cf6583dc726e67809cee4d,STUDY_SCHEDULE,expert_01,,,,,,,
8,case_34cf6583dc726e67809cee4d,INSTRUCTOR_CONTACT,expert_01,,,,,,,
9,case_34cf6583dc726e67809cee4d,ADVISOR_ESCALATION,expert_01,,,,,,,
1,case_3524ff7cc7e915444d24297d,ASSESSMENT_COMPLETION,expert_01,,,,,,,
2,case_3524ff7cc7e915444d24297d,DIAGNOSTIC_CHECK,expert_01,,,,,,,
3,case_3524ff7cc7e915444d24297d,STUDY_SCHEDULE,expert_01,,,,,,,
4,case_3524ff7cc7e915444d24297d,ADVISOR_ESCALATION,expert_01,,,,,,,
5,case_3524ff7cc7e915444d24297d,RETRIEVAL_PRACTICE,expert_01,,,,,,,
6,case_3524ff7cc7e915444d24297d,INSTRUCTOR_CONTACT,expert_01,,,,,,,
7,case_3524ff7cc7e915444d24297d,VLE_ENGAGEMENT,expert_01,,,,,,,
8,case_3524ff7cc7e915444d24297d,PROGRESS_MONITORING,expert_01,,,,,,,
9,case_3524ff7cc7e915444d24297d,LEARNING_CONSOLIDATION,expert_01,,,,,,,
1,case_c694c4171583dc6b36a1b5b2,ASSESSMENT_COMPLETION,expert_01,,,,,,,
2,case_c694c4171583dc6b36a1b5b2,LEARNING_CONSOLIDATION,expert_01,,,,,,,
3,case_c694c4171583dc6b36a1b5b2,RETRIEVAL_PRACTICE,expert_01,,,,,,,
4,case_c694c4171583dc6b36a1b5b2,STUDY_SCHEDULE,expert_01,,,,,,,
5,case_c694c4171583dc6b36a1b5b2,PROGRESS_MONITORING,expert_01,,,,,,,
6,case_c694c4171583dc6b36a1b5b2,DIAGNOSTIC_CHECK,expert_01,,,,,,,
7,case_c694c4171583dc6b36a1b5b2,INSTRUCTOR_CONTACT,expert_01,,,,,,,
8,case_c694c4171583dc6b36a1b5b2,VLE_ENGAGEMENT,expert_01,,,,,,,
9,case_c694c4171583dc6b36a1b5b2,ADVISOR_ESCALATION,expert_01,,,,,,,
1,case_eca58f17ac6f406d480b2e1c,LEARNING_CONSOLIDATION,expert_01,,,,,,,
2,case_eca58f17ac6f406d480b2e1c,DIAGNOSTIC_CHECK,expert_01,,,,,,,
3,case_eca58f17ac6f406d480b2e1c,ADVISOR_ESCALATION,expert_01,,,,,,,
4,case_eca58f17ac6f406d480b2e1c,ASSESSMENT_COMPLETION,expert_01,,,,,,,
5,case_eca58f17ac6f406d480b2e1c,RETRIEVAL_PRACTICE,expert_01,,,,,,,
6,case_eca58f17ac6f406d480b2e1c,INSTRUCTOR_CONTACT,expert_01,,,,,,,
7,case_eca58f17ac6f406d480b2e1c,VLE_ENGAGEMENT,expert_01,,,,,,,
8,case_eca58f17ac6f406d480b2e1c,STUDY_SCHEDULE,expert_01,,,,,,,
9,case_eca58f17ac6f406d480b2e1c,PROGRESS_MONITORING,expert_01,,,,,,,
1,case_de8e9b1272825ed760065e04,INSTRUCTOR_CONTACT,expert_01,,,,,,,
2,case_de8e9b1272825ed760065e04,LEARNING_CONSOLIDATION,expert_01,,,,,,,
3,case_de8e9b1272825ed760065e04,PROGRESS_MONITORING,expert_01,,,,,,,
4,case_de8e9b1272825ed760065e04,ADVISOR_ESCALATION,expert_01,,,,,,,
5,case_de8e9b1272825ed760065e04,VLE_ENGAGEMENT,expert_01,,,,,,,
6,case_de8e9b1272825ed760065e04,DIAGNOSTIC_CHECK,expert_01,,,,,,,
7,case_de8e9b1272825ed760065e04,ASSESSMENT_COMPLETION,expert_01,,,,,,,
8,case_de8e9b1272825ed760065e04,STUDY_SCHEDULE,expert_01,,,,,,,
9,case_de8e9b1272825ed760065e04,RETRIEVAL_PRACTICE,expert_01,,,,,,,
1,case_ab5f8dc6d3206d819da08a13,LEARNING_CONSOLIDATION,expert_01,,,,,,,
2,case_ab5f8dc6d3206d819da08a13,ASSESSMENT_COMPLETION,expert_01,,,,,,,
3,case_ab5f8dc6d3206d819da08a13,DIAGNOSTIC_CHECK,expert_01,,,,,,,
4,case_ab5f8dc6d3206d819da08a13,STUDY_SCHEDULE,expert_01,,,,,,,
5,case_ab5f8dc6d3206d819da08a13,VLE_ENGAGEMENT,expert_01,,,,,,,
6,case_ab5f8dc6d3206d819da08a13,PROGRESS_MONITORING,expert_01,,,,,,,
7,case_ab5f8dc6d3206d819da08a13,INSTRUCTOR_CONTACT,expert_01,,,,,,,
8,case_ab5f8dc6d3206d819da08a13,RETRIEVAL_PRACTICE,expert_01,,,,,,,
9,case_ab5f8dc6d3206d819da08a13,ADVISOR_ESCALATION,expert_01,,,,,,,
1,case_0014039dd14a7db68f945de6,INSTRUCTOR_CONTACT,expert_01,,,,,,,
2,case_0014039dd14a7db68f945de6,ADVISOR_ESCALATION,expert_01,,,,,,,
3,case_0014039dd14a7db68f945de6,DIAGNOSTIC_CHECK,expert_01,,,,,,,
4,case_0014039dd14a7db68f945de6,RETRIEVAL_PRACTICE,expert_01,,,,,,,
5,case_0014039dd14a7db68f945de6,STUDY_SCHEDULE,expert_01,,,,,,,
6,case_0014039dd14a7db68f945de6,PROGRESS_MONITORING,expert_01,,,,,,,
7,case_0014039dd14a7db68f945de6,VLE_ENGAGEMENT,expert_01,,,,,,,
8,case_0014039dd14a7db68f945de6,LEARNING_CONSOLIDATION,expert_01,,,,,,,
1,case_3f79c91ca3d898200e570762,INSTRUCTOR_CONTACT,expert_01,,,,,,,
2,case_3f79c91ca3d898200e570762,ADVISOR_ESCALATION,expert_01,,,,,,,
3,case_3f79c91ca3d898200e570762,LEARNING_CONSOLIDATION,expert_01,,,,,,,
4,case_3f79c91ca3d898200e570762,RETRIEVAL_PRACTICE,expert_01,,,,,,,
5,case_3f79c91ca3d898200e570762,DIAGNOSTIC_CHECK,expert_01,,,,,,,
6,case_3f79c91ca3d898200e570762,ASSESSMENT_COMPLETION,expert_01,,,,,,,
7,case_3f79c91ca3d898200e570762,VLE_ENGAGEMENT,expert_01,,,,,,,
8,case_3f79c91ca3d898200e570762,STUDY_SCHEDULE,expert_01,,,,,,,
9,case_3f79c91ca3d898200e570762,PROGRESS_MONITORING,expert_01,,,,,,,
