feature_group,H0_feature,H1_feature,classification,H0_semantics,H1_semantics,endpoint_legality,evidence_source
aggregate,,days_since_last_vle_activity__second_half_mean,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,days_since_last_vle_activity__std,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,days_since_last_vle_activity__total,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,forum_clicks__first_half_mean,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,forum_clicks__last,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,forum_clicks__max,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,forum_clicks__mean,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,forum_clicks__min,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,forum_clicks__second_half_mean,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,forum_clicks__std,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,late_submission_count__first_half_mean,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,late_submission_count__max,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,late_submission_count__mean,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,late_submission_count__min,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,late_submission_count__recent_2_week_mean,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,late_submission_count__second_half_mean,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,late_submission_count__slope,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,late_submission_count__std,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,observed_week_count,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,progress_fraction,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,quiz_clicks__first_half_mean,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,quiz_clicks__last,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,quiz_clicks__max,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,quiz_clicks__mean,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,quiz_clicks__min,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,quiz_clicks__second_half_mean,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,quiz_clicks__std,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,score_missing_mask__first_half_mean,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,score_missing_mask__max,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,score_missing_mask__mean,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,score_missing_mask__min,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,score_missing_mask__recent_2_week_mean,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,score_missing_mask__second_half_mean,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,score_missing_mask__slope,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,score_missing_mask__std,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,submitted_assessment_count__first_half_mean,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,submitted_assessment_count__max,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,submitted_assessment_count__mean,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,submitted_assessment_count__min,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,submitted_assessment_count__recent_2_week_mean,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,submitted_assessment_count__second_half_mean,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,submitted_assessment_count__slope,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,submitted_assessment_count__std,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,total_clicks__first_half_mean,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,total_clicks__max,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,total_clicks__min,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,total_clicks__second_half_mean,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,total_clicks__std,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,unique_activity_types__first_half_mean,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,unique_activity_types__max,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,unique_activity_types__min,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,unique_activity_types__second_half_mean,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,unique_activity_types__slope,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,unique_activity_types__std,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,unique_activity_types__total,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,unique_sites__first_half_mean,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,unique_sites__max,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,unique_sites__min,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,unique_sites__second_half_mean,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,unique_sites__slope,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,unique_sites__std,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,unique_sites__total,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,weeks_remaining,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,weeks_without_activity__first_half_mean,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,weeks_without_activity__max,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,weeks_without_activity__mean,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,weeks_without_activity__min,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,weeks_without_activity__second_half_mean,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,weeks_without_activity__slope,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
aggregate,,weeks_without_activity__std,H1_ONLY,not in compact 49-feature branch,additional full summary or endpoint context,legal; derived before cutoff,src/pipelines/oulad.py:_aggregate
static_source,code_module,code_module,SHARED_EQUIVALENT,train-fitted numeric/categorical preprocessing,train-fitted numeric/categorical preprocessing,legal,git:308370:src/studies/v5_1/oulad/data.py;src/pipelines/oulad.py
static_source,presentation_season,presentation_season,SHARED_EQUIVALENT,train-fitted numeric/categorical preprocessing,train-fitted numeric/categorical preprocessing,legal,git:308370:src/studies/v5_1/oulad/data.py;src/pipelines/oulad.py
static_source,num_of_prev_attempts,num_of_prev_attempts,SHARED_EQUIVALENT,train-fitted numeric/categorical preprocessing,train-fitted numeric/categorical preprocessing,legal,git:308370:src/studies/v5_1/oulad/data.py;src/pipelines/oulad.py
static_source,studied_credits,studied_credits,SHARED_EQUIVALENT,train-fitted numeric/categorical preprocessing,train-fitted numeric/categorical preprocessing,legal,git:308370:src/studies/v5_1/oulad/data.py;src/pipelines/oulad.py
static_source,registration_lead_time,registration_lead_time,SHARED_EQUIVALENT,train-fitted numeric/categorical preprocessing,train-fitted numeric/categorical preprocessing,legal,git:308370:src/studies/v5_1/oulad/data.py;src/pipelines/oulad.py
static_source,module_presentation_length,module_presentation_length,SHARED_EQUIVALENT,train-fitted numeric/categorical preprocessing,train-fitted numeric/categorical preprocessing,legal,git:308370:src/studies/v5_1/oulad/data.py;src/pipelines/oulad.py
