case_id,dataset,student_id,record_id,stage,outer_fold,risk_probability,risk_band,prediction_source_version,prediction_seed_count,risk_band_source,recommendation_eligible,module,presentation,enrollment_identity,inactive_streak,active_days_ratio,recent_activity,activity_trend,assessment_completion,missing_assessments,course_progress,quiz_activity,vle_available,source_feature_version
b9f1616621ab1123220ef671bba4706b,oulad,261042,00bb708e75ed88ea9d455ccf,20pct,1,0.9892356594403585,high,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,CCC,2014B,00bb708e75ed88ea9d455ccf,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.0,True,phase7.oulad.cutoff_safe.v1
06a9c577a1b7d53f80bf6c56d91ff5bd,oulad,535259,00bc71845d0736f481544655,20pct,1,0.0612509585916996,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,EEE,2013J,00bc71845d0736f481544655,0.0,0.5471698,4.744932,-0.12697324,1.0,0.0,0.2,184.0,True,phase7.oulad.cutoff_safe.v1
a36fab33ba919dc7da492e68aec3bf41,oulad,534913,00c2a986f0f8237e19622d74,20pct,0,0.2455945760011673,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,FFF,2013B,00c2a986f0f8237e19622d74,0.0,0.375,4.828314,0.18141758,1.0,0.0,0.2,1.0,True,phase7.oulad.cutoff_safe.v1
79e2e51df08342ab919248e8087f3829,oulad,347484,00c45f7316c845a1a18573ee,20pct,0,0.1883635620276133,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,FFF,2013J,00c45f7316c845a1a18573ee,0.0,0.6415094,3.7612002,0.07990837,1.0,0.0,0.2,60.0,True,phase7.oulad.cutoff_safe.v1
96552cee1c7f273b76b6fa3f9553c4b2,oulad,688337,00c48d5000f1e22f03ddd585,20pct,2,0.3687986731529236,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,CCC,2014J,00c48d5000f1e22f03ddd585,0.0,0.5849057,1.0986123,-0.454022,1.0,0.0,0.2,281.0,True,phase7.oulad.cutoff_safe.v1
08337ba70e26eeede89c2f2a2217b032,oulad,645753,00c62f0ea462da16cfe3ea2c,20pct,2,0.8757590254147848,high,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,BBB,2014J,00c62f0ea462da16cfe3ea2c,3.0,0.115384616,0.0,-0.35544562,0.0,1.0,0.2,0.0,True,phase7.oulad.cutoff_safe.v1
de51507a96ace0640dc21462b518ca8d,oulad,2106955,00c8c1678ac51acbee82ad08,20pct,2,0.025841939573486645,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,FFF,2014J,00c8c1678ac51acbee82ad08,0.0,0.8867925,3.6635616,-0.095927015,1.0,0.0,0.2,251.0,True,phase7.oulad.cutoff_safe.v1
dbb3c708d70514c48e7914aca4e27928,oulad,649604,00d5f538750719835bfedfba,20pct,2,0.5326524476210276,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,CCC,2014J,00d5f538750719835bfedfba,0.0,0.28301886,2.3025851,-0.08810315,1.0,0.0,0.2,226.0,True,phase7.oulad.cutoff_safe.v1
c90d0983c0b041bc2b079d0999632fc0,oulad,2134578,00d793a16095bf0dd68a7c08,20pct,0,0.63560817639033,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,DDD,2013J,00d793a16095bf0dd68a7c08,0.0,0.17307693,2.8332133,0.4428671,1.0,0.0,0.2,0.0,True,phase7.oulad.cutoff_safe.v1
769113a2e32d834532a4edc545d91455,oulad,379070,00d974ea63f1f8253085e1d5,20pct,0,0.34175501267115277,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,FFF,2013J,00d974ea63f1f8253085e1d5,1.0,0.3018868,0.0,-0.33067757,1.0,0.0,0.2,0.0,True,phase7.oulad.cutoff_safe.v1
f070265febeb170e0f59997230e3618f,oulad,231572,00daef1d8cd3598c10636e60,20pct,0,0.41479769349098206,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,DDD,2013J,00daef1d8cd3598c10636e60,0.0,0.17307693,3.218876,0.26628068,1.0,0.0,0.2,0.0,True,phase7.oulad.cutoff_safe.v1
3ba18e4e3b718c00c4445af40ac690d3,oulad,1034674,00dc1a51a85aa37757c44988,20pct,1,0.21034736931324005,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,FFF,2013B,00dc1a51a85aa37757c44988,0.0,0.7083333,4.8121843,-0.23871516,1.0,0.0,0.2,225.0,True,phase7.oulad.cutoff_safe.v1
202e9f18a5cd62092180af97b16c11ad,oulad,693345,00dc7269e7a537763f897f03,20pct,1,0.5635003546873728,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,FFF,2014J,00dc7269e7a537763f897f03,0.0,0.26415095,4.3307333,-0.45446783,0.5,1.0,0.2,1.0,True,phase7.oulad.cutoff_safe.v1
0170373c0212aebfcf254518658a9611,oulad,644822,00dcb7257187497d5949354e,20pct,1,0.42529163757960003,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,BBB,2014J,00dcb7257187497d5949354e,2.0,0.1923077,0.0,-0.28091523,1.0,0.0,0.2,37.0,True,phase7.oulad.cutoff_safe.v1
81a89e1c642235236df832dbce37da20,oulad,562064,00dcff8427238946b4eda95a,20pct,0,0.6418238679567972,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,DDD,2013J,00dcff8427238946b4eda95a,1.0,0.15384616,0.0,0.12819363,1.0,0.0,0.2,0.0,True,phase7.oulad.cutoff_safe.v1
1774e19f475577b52e850b35742cd704,oulad,634822,00df53b57eeedf4f19ce7baa,20pct,1,0.43789278467496234,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,GGG,2014B,00df53b57eeedf4f19ce7baa,1.0,0.16666667,0.0,-0.7655082,0.0,0.0,0.2,0.0,True,phase7.oulad.cutoff_safe.v1
53d19541998fb616199c88830c95d5e0,oulad,648285,00e3231391910142b997a004,20pct,0,0.17088481783866882,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,EEE,2014J,00e3231391910142b997a004,0.0,0.3773585,2.6390574,-0.2607132,1.0,0.0,0.2,91.0,True,phase7.oulad.cutoff_safe.v1
6f81004302120dea9d3cae21c81e90f7,oulad,1413027,00e3cdc7705fd452bfd2c8bb,20pct,2,0.30551843841870624,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,GGG,2014B,00e3cdc7705fd452bfd2c8bb,0.0,0.39583334,1.609438,-0.21249712,0.0,0.0,0.2,0.0,True,phase7.oulad.cutoff_safe.v1
12c3f56ed8ce8dd5c7f11027c91c3bb5,oulad,484312,00e6ce15e6785209499f2895,20pct,2,0.5824416478474935,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,FFF,2013J,00e6ce15e6785209499f2895,0.0,0.056603774,3.6109178,0.024091998,1.0,0.0,0.2,0.0,True,phase7.oulad.cutoff_safe.v1
3c835d600a285e60867acd31f1502e3f,oulad,52899,00e92ef95663dffcd9aedc12,20pct,1,0.8371619780858358,high,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,BBB,2013B,00e92ef95663dffcd9aedc12,1.0,0.29166666,0.0,-0.16304569,0.5,1.0,0.2,19.0,True,phase7.oulad.cutoff_safe.v1
aec85f550f4cce35fefa65b24a844225,oulad,372577,00eae12091f7028b571cd03c,20pct,0,0.5111664831638336,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,EEE,2014J,00eae12091f7028b571cd03c,0.0,0.3207547,1.7917595,-0.33427167,1.0,0.0,0.2,1.0,True,phase7.oulad.cutoff_safe.v1
8d97361fde7bb0e29be838fd49b2055d,oulad,571871,00ede205442eeef726d6edb2,20pct,1,0.29291699826717377,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,BBB,2013J,00ede205442eeef726d6edb2,0.0,0.3207547,3.0910425,0.12616004,1.0,0.0,0.2,25.0,True,phase7.oulad.cutoff_safe.v1
b89b2f9fca33ff27dd1e4ab70e4b7493,oulad,2684847,00eeef65277de247c59ea94d,20pct,1,0.32288697361946106,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,DDD,2014B,00eeef65277de247c59ea94d,0.0,0.6875,2.6390574,-0.13208103,1.0,0.0,0.2,0.0,True,phase7.oulad.cutoff_safe.v1
c6482445591055e83986de400c456cce,oulad,586367,00f0f4f5506470eaacbcbdbc,20pct,0,0.1777821828921636,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,GGG,2013J,00f0f4f5506470eaacbcbdbc,2.0,0.03846154,0.0,0.052632112,0.0,0.0,0.2,0.0,True,phase7.oulad.cutoff_safe.v1
eafab34cb411c34a13fe61ca3e3170da,oulad,369834,00f5025b701a79c44841b9cd,20pct,0,0.1470599447687467,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,AAA,2014J,00f5025b701a79c44841b9cd,0.0,0.6226415,3.9702919,-0.10017006,1.0,0.0,0.2,0.0,True,phase7.oulad.cutoff_safe.v1
9403716645132de44f69b97e58839a0f,oulad,633608,00f8ea85616fbb0e7c452618,20pct,1,0.5211995442708334,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,GGG,2014B,00f8ea85616fbb0e7c452618,3.0,0.104166664,0.0,-0.626215,0.0,0.0,0.2,0.0,True,phase7.oulad.cutoff_safe.v1
a709dbec65055298fa127af5b4179500,oulad,571641,00fa80a0292f5aede12ed5fb,20pct,0,0.3801880379517873,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,BBB,2014J,00fa80a0292f5aede12ed5fb,2.0,0.115384616,0.0,-0.19355886,1.0,0.0,0.2,14.0,True,phase7.oulad.cutoff_safe.v1
4ef753697e01d4e2b801fe941d9b0364,oulad,616511,00fc27c2c39ae44e89139273,20pct,2,0.2809223383665085,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,BBB,2014B,00fc27c2c39ae44e89139273,1.0,0.2826087,0.0,-0.43276426,1.0,0.0,0.2,14.0,True,phase7.oulad.cutoff_safe.v1
72c176e1fed6d9177e0b4f4130e98a37,oulad,580722,00fd224369b7c153fe44a7fa,20pct,2,0.5887624422709147,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,CCC,2014J,00fd224369b7c153fe44a7fa,1.0,0.24528302,0.0,-0.14225721,0.5,1.0,0.2,64.0,True,phase7.oulad.cutoff_safe.v1
908645790e3f4c804244ad646895c636,oulad,2585270,00fe59e1e0a1775dfdf197ad,20pct,2,0.7315172950426737,high,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,DDD,2013J,00fe59e1e0a1775dfdf197ad,0.0,0.46153846,3.1354942,-0.24770726,1.0,0.0,0.2,0.0,True,phase7.oulad.cutoff_safe.v1
0fe3ee9184d212a729fafee20b81c1d8,oulad,593534,010e478eae0a1f76ba789bae,20pct,0,0.24753119051456451,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,EEE,2013J,010e478eae0a1f76ba789bae,0.0,0.3018868,2.5649493,-0.25993437,1.0,0.0,0.2,104.0,True,phase7.oulad.cutoff_safe.v1
2519499d163ba5a17df80e1adb43cd81,oulad,685294,010f7ad8524458fda22563c5,20pct,2,0.2532592962185542,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,DDD,2014J,010f7ad8524458fda22563c5,0.0,0.8269231,3.0445225,-0.35626924,1.0,0.0,0.2,0.0,True,phase7.oulad.cutoff_safe.v1
ed6bd33190fa7fd361b03758dcee89bc,oulad,649325,0111daa2eea0c017f37f466e,20pct,1,0.6624330480893453,high,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,FFF,2014J,0111daa2eea0c017f37f466e,0.0,0.24528302,3.1354942,-0.26275885,0.5,1.0,0.2,73.0,True,phase7.oulad.cutoff_safe.v1
549ac63b5167c6963c89637c1abdaf42,oulad,569944,011415acb7f4456a35ad769c,20pct,2,0.1440521627664566,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,DDD,2014B,011415acb7f4456a35ad769c,0.0,0.9583333,5.159055,-0.07741038,1.0,0.0,0.2,0.0,True,phase7.oulad.cutoff_safe.v1
8f0793d26c84e2796527f97dc8943de5,oulad,631300,011a61cf1ed882d656a20c7e,20pct,1,0.850554625193278,high,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,FFF,2014B,011a61cf1ed882d656a20c7e,3.0,0.14583333,0.0,-0.45772636,1.0,0.0,0.2,3.0,True,phase7.oulad.cutoff_safe.v1
9e809a672e2fcd4d06db83b0011ec1b1,oulad,494212,011cecef0ccb2cf0e3017712,20pct,1,0.2721526225407918,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,GGG,2013J,011cecef0ccb2cf0e3017712,3.0,0.115384616,0.0,-0.48664653,0.0,0.0,0.2,0.0,True,phase7.oulad.cutoff_safe.v1
3cf887681e32b3cf2ffb21f6772dc9e5,oulad,599857,011fd7687c501060ada8bab2,20pct,2,0.4221181571483612,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,CCC,2014B,011fd7687c501060ada8bab2,0.0,0.6666667,3.912023,-0.022642,1.0,0.0,0.2,119.0,True,phase7.oulad.cutoff_safe.v1
bcb6cabc218f7464a92aa9fd94a3f2ee,oulad,606697,0120c6b5b71a30f6f8782f87,20pct,1,0.3457340697447459,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,BBB,2013J,0120c6b5b71a30f6f8782f87,0.0,0.18867925,3.9702919,0.20444524,1.0,0.0,0.2,16.0,True,phase7.oulad.cutoff_safe.v1
a3857ee746338c2be9571f4c22b07bc7,oulad,626287,0127273d06c79b6523c6c660,20pct,2,0.4423651099205017,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,GGG,2014B,0127273d06c79b6523c6c660,3.0,0.041666668,0.0,-0.37132886,0.0,0.0,0.2,0.0,True,phase7.oulad.cutoff_safe.v1
704044e1bde591ddc95c7b5066a18c36,oulad,528971,01279256fc6bbfe5e33ee943,20pct,0,0.2827261785666148,low,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,DDD,2013J,01279256fc6bbfe5e33ee943,0.0,0.8076923,1.9459101,-0.23255056,1.0,0.0,0.2,0.0,True,phase7.oulad.cutoff_safe.v1
6ddc5a21f399a8754018e6ee459e994c,oulad,509150,012798263c5d906b44d2b1ea,20pct,2,0.451755424340566,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,CCC,2014J,012798263c5d906b44d2b1ea,1.0,0.4528302,0.0,-0.46876717,1.0,0.0,0.2,166.0,True,phase7.oulad.cutoff_safe.v1
3af900a8ad24ec0858b1c81807463aac,oulad,610650,012966370886fba808c8cee9,20pct,2,0.4785945216814677,medium,artifacts/prediction/final/predictions/predictions.parquet#sha256=bd3ea11558fce882ae4371af1d6421b2a86f6adaf2ff57254c14b8ec54fca768,3,operational_config_not_prediction_threshold,True,CCC,2014J,012966370886fba808c8cee9,0.0,0.3207547,0.6931472,-0.28308022,1.0,0.0,0.2,35.0,True,phase7.oulad.cutoff_safe.v1
