dataset_version_id,source_record_identity,source_row_number,outer_fold,seed,role
1,student-mat:dataset-version:1:source-row:96,96,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:100,100,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:113,113,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:114,114,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:122,122,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:133,133,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:134,134,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:146,146,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:152,152,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:156,156,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:160,160,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:161,161,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:163,163,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:166,166,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:168,168,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:169,169,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:178,178,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:181,181,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:184,184,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:187,187,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:191,191,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:194,194,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:197,197,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:206,206,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:213,213,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:215,215,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:219,219,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:228,228,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:251,251,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:258,258,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:260,260,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:263,263,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:265,265,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:271,271,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:274,274,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:280,280,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:298,298,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:311,311,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:319,319,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:327,327,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:328,328,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:330,330,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:343,343,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:344,344,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:345,345,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:350,350,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:375,375,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:376,376,1,42,outer_validation
1,student-mat:dataset-version:1:source-row:8,8,1,123,early_stop
1,student-mat:dataset-version:1:source-row:13,13,1,123,early_stop
1,student-mat:dataset-version:1:source-row:17,17,1,123,early_stop
1,student-mat:dataset-version:1:source-row:26,26,1,123,early_stop
1,student-mat:dataset-version:1:source-row:31,31,1,123,early_stop
1,student-mat:dataset-version:1:source-row:33,33,1,123,early_stop
1,student-mat:dataset-version:1:source-row:38,38,1,123,early_stop
1,student-mat:dataset-version:1:source-row:46,46,1,123,early_stop
1,student-mat:dataset-version:1:source-row:47,47,1,123,early_stop
1,student-mat:dataset-version:1:source-row:51,51,1,123,early_stop
1,student-mat:dataset-version:1:source-row:93,93,1,123,early_stop
1,student-mat:dataset-version:1:source-row:106,106,1,123,early_stop
1,student-mat:dataset-version:1:source-row:115,115,1,123,early_stop
1,student-mat:dataset-version:1:source-row:123,123,1,123,early_stop
1,student-mat:dataset-version:1:source-row:140,140,1,123,early_stop
1,student-mat:dataset-version:1:source-row:158,158,1,123,early_stop
1,student-mat:dataset-version:1:source-row:162,162,1,123,early_stop
1,student-mat:dataset-version:1:source-row:171,171,1,123,early_stop
1,student-mat:dataset-version:1:source-row:175,175,1,123,early_stop
1,student-mat:dataset-version:1:source-row:190,190,1,123,early_stop
1,student-mat:dataset-version:1:source-row:195,195,1,123,early_stop
1,student-mat:dataset-version:1:source-row:217,217,1,123,early_stop
1,student-mat:dataset-version:1:source-row:220,220,1,123,early_stop
1,student-mat:dataset-version:1:source-row:227,227,1,123,early_stop
1,student-mat:dataset-version:1:source-row:232,232,1,123,early_stop
1,student-mat:dataset-version:1:source-row:240,240,1,123,early_stop
1,student-mat:dataset-version:1:source-row:250,250,1,123,early_stop
1,student-mat:dataset-version:1:source-row:253,253,1,123,early_stop
1,student-mat:dataset-version:1:source-row:254,254,1,123,early_stop
1,student-mat:dataset-version:1:source-row:283,283,1,123,early_stop
1,student-mat:dataset-version:1:source-row:290,290,1,123,early_stop
1,student-mat:dataset-version:1:source-row:308,308,1,123,early_stop
1,student-mat:dataset-version:1:source-row:310,310,1,123,early_stop
1,student-mat:dataset-version:1:source-row:331,331,1,123,early_stop
1,student-mat:dataset-version:1:source-row:334,334,1,123,early_stop
1,student-mat:dataset-version:1:source-row:366,366,1,123,early_stop
1,student-mat:dataset-version:1:source-row:367,367,1,123,early_stop
1,student-mat:dataset-version:1:source-row:385,385,1,123,early_stop
1,student-mat:dataset-version:1:source-row:3,3,1,123,model_train
1,student-mat:dataset-version:1:source-row:4,4,1,123,model_train
1,student-mat:dataset-version:1:source-row:5,5,1,123,model_train
1,student-mat:dataset-version:1:source-row:6,6,1,123,model_train
1,student-mat:dataset-version:1:source-row:10,10,1,123,model_train
1,student-mat:dataset-version:1:source-row:11,11,1,123,model_train
1,student-mat:dataset-version:1:source-row:14,14,1,123,model_train
1,student-mat:dataset-version:1:source-row:15,15,1,123,model_train
1,student-mat:dataset-version:1:source-row:16,16,1,123,model_train
1,student-mat:dataset-version:1:source-row:18,18,1,123,model_train
1,student-mat:dataset-version:1:source-row:19,19,1,123,model_train
1,student-mat:dataset-version:1:source-row:20,20,1,123,model_train
1,student-mat:dataset-version:1:source-row:21,21,1,123,model_train
1,student-mat:dataset-version:1:source-row:22,22,1,123,model_train
1,student-mat:dataset-version:1:source-row:23,23,1,123,model_train
1,student-mat:dataset-version:1:source-row:24,24,1,123,model_train
1,student-mat:dataset-version:1:source-row:25,25,1,123,model_train
1,student-mat:dataset-version:1:source-row:27,27,1,123,model_train
1,student-mat:dataset-version:1:source-row:29,29,1,123,model_train
1,student-mat:dataset-version:1:source-row:35,35,1,123,model_train
1,student-mat:dataset-version:1:source-row:36,36,1,123,model_train
1,student-mat:dataset-version:1:source-row:43,43,1,123,model_train
1,student-mat:dataset-version:1:source-row:44,44,1,123,model_train
1,student-mat:dataset-version:1:source-row:45,45,1,123,model_train
1,student-mat:dataset-version:1:source-row:48,48,1,123,model_train
1,student-mat:dataset-version:1:source-row:49,49,1,123,model_train
1,student-mat:dataset-version:1:source-row:50,50,1,123,model_train
1,student-mat:dataset-version:1:source-row:52,52,1,123,model_train
1,student-mat:dataset-version:1:source-row:57,57,1,123,model_train
1,student-mat:dataset-version:1:source-row:58,58,1,123,model_train
1,student-mat:dataset-version:1:source-row:60,60,1,123,model_train
1,student-mat:dataset-version:1:source-row:62,62,1,123,model_train
1,student-mat:dataset-version:1:source-row:65,65,1,123,model_train
1,student-mat:dataset-version:1:source-row:66,66,1,123,model_train
1,student-mat:dataset-version:1:source-row:68,68,1,123,model_train
1,student-mat:dataset-version:1:source-row:70,70,1,123,model_train
1,student-mat:dataset-version:1:source-row:71,71,1,123,model_train
1,student-mat:dataset-version:1:source-row:72,72,1,123,model_train
1,student-mat:dataset-version:1:source-row:76,76,1,123,model_train
1,student-mat:dataset-version:1:source-row:77,77,1,123,model_train
1,student-mat:dataset-version:1:source-row:78,78,1,123,model_train
1,student-mat:dataset-version:1:source-row:79,79,1,123,model_train
1,student-mat:dataset-version:1:source-row:80,80,1,123,model_train
1,student-mat:dataset-version:1:source-row:82,82,1,123,model_train
1,student-mat:dataset-version:1:source-row:83,83,1,123,model_train
1,student-mat:dataset-version:1:source-row:84,84,1,123,model_train
1,student-mat:dataset-version:1:source-row:85,85,1,123,model_train
1,student-mat:dataset-version:1:source-row:95,95,1,123,model_train
1,student-mat:dataset-version:1:source-row:97,97,1,123,model_train
1,student-mat:dataset-version:1:source-row:98,98,1,123,model_train
1,student-mat:dataset-version:1:source-row:99,99,1,123,model_train
1,student-mat:dataset-version:1:source-row:101,101,1,123,model_train
1,student-mat:dataset-version:1:source-row:102,102,1,123,model_train
1,student-mat:dataset-version:1:source-row:103,103,1,123,model_train
1,student-mat:dataset-version:1:source-row:108,108,1,123,model_train
1,student-mat:dataset-version:1:source-row:109,109,1,123,model_train
1,student-mat:dataset-version:1:source-row:111,111,1,123,model_train
1,student-mat:dataset-version:1:source-row:112,112,1,123,model_train
1,student-mat:dataset-version:1:source-row:116,116,1,123,model_train
1,student-mat:dataset-version:1:source-row:117,117,1,123,model_train
1,student-mat:dataset-version:1:source-row:119,119,1,123,model_train
1,student-mat:dataset-version:1:source-row:120,120,1,123,model_train
1,student-mat:dataset-version:1:source-row:121,121,1,123,model_train
1,student-mat:dataset-version:1:source-row:124,124,1,123,model_train
1,student-mat:dataset-version:1:source-row:125,125,1,123,model_train
1,student-mat:dataset-version:1:source-row:127,127,1,123,model_train
1,student-mat:dataset-version:1:source-row:128,128,1,123,model_train
1,student-mat:dataset-version:1:source-row:130,130,1,123,model_train
1,student-mat:dataset-version:1:source-row:131,131,1,123,model_train
1,student-mat:dataset-version:1:source-row:135,135,1,123,model_train
1,student-mat:dataset-version:1:source-row:137,137,1,123,model_train
1,student-mat:dataset-version:1:source-row:138,138,1,123,model_train
1,student-mat:dataset-version:1:source-row:139,139,1,123,model_train
1,student-mat:dataset-version:1:source-row:141,141,1,123,model_train
1,student-mat:dataset-version:1:source-row:143,143,1,123,model_train
1,student-mat:dataset-version:1:source-row:144,144,1,123,model_train
1,student-mat:dataset-version:1:source-row:145,145,1,123,model_train
1,student-mat:dataset-version:1:source-row:147,147,1,123,model_train
1,student-mat:dataset-version:1:source-row:148,148,1,123,model_train
1,student-mat:dataset-version:1:source-row:149,149,1,123,model_train
1,student-mat:dataset-version:1:source-row:150,150,1,123,model_train
1,student-mat:dataset-version:1:source-row:153,153,1,123,model_train
1,student-mat:dataset-version:1:source-row:154,154,1,123,model_train
1,student-mat:dataset-version:1:source-row:155,155,1,123,model_train
1,student-mat:dataset-version:1:source-row:157,157,1,123,model_train
1,student-mat:dataset-version:1:source-row:159,159,1,123,model_train
1,student-mat:dataset-version:1:source-row:164,164,1,123,model_train
1,student-mat:dataset-version:1:source-row:165,165,1,123,model_train
1,student-mat:dataset-version:1:source-row:167,167,1,123,model_train
1,student-mat:dataset-version:1:source-row:172,172,1,123,model_train
1,student-mat:dataset-version:1:source-row:173,173,1,123,model_train
1,student-mat:dataset-version:1:source-row:174,174,1,123,model_train
1,student-mat:dataset-version:1:source-row:176,176,1,123,model_train
1,student-mat:dataset-version:1:source-row:177,177,1,123,model_train
1,student-mat:dataset-version:1:source-row:179,179,1,123,model_train
1,student-mat:dataset-version:1:source-row:180,180,1,123,model_train
1,student-mat:dataset-version:1:source-row:182,182,1,123,model_train
1,student-mat:dataset-version:1:source-row:183,183,1,123,model_train
1,student-mat:dataset-version:1:source-row:186,186,1,123,model_train
1,student-mat:dataset-version:1:source-row:189,189,1,123,model_train
1,student-mat:dataset-version:1:source-row:192,192,1,123,model_train
1,student-mat:dataset-version:1:source-row:196,196,1,123,model_train
1,student-mat:dataset-version:1:source-row:199,199,1,123,model_train
1,student-mat:dataset-version:1:source-row:200,200,1,123,model_train
1,student-mat:dataset-version:1:source-row:201,201,1,123,model_train
1,student-mat:dataset-version:1:source-row:202,202,1,123,model_train
1,student-mat:dataset-version:1:source-row:203,203,1,123,model_train
1,student-mat:dataset-version:1:source-row:205,205,1,123,model_train
1,student-mat:dataset-version:1:source-row:207,207,1,123,model_train
1,student-mat:dataset-version:1:source-row:208,208,1,123,model_train
1,student-mat:dataset-version:1:source-row:209,209,1,123,model_train
1,student-mat:dataset-version:1:source-row:210,210,1,123,model_train
1,student-mat:dataset-version:1:source-row:212,212,1,123,model_train
1,student-mat:dataset-version:1:source-row:216,216,1,123,model_train
1,student-mat:dataset-version:1:source-row:221,221,1,123,model_train
1,student-mat:dataset-version:1:source-row:222,222,1,123,model_train
1,student-mat:dataset-version:1:source-row:229,229,1,123,model_train
1,student-mat:dataset-version:1:source-row:230,230,1,123,model_train
1,student-mat:dataset-version:1:source-row:231,231,1,123,model_train
1,student-mat:dataset-version:1:source-row:233,233,1,123,model_train
1,student-mat:dataset-version:1:source-row:234,234,1,123,model_train
1,student-mat:dataset-version:1:source-row:235,235,1,123,model_train
1,student-mat:dataset-version:1:source-row:236,236,1,123,model_train
1,student-mat:dataset-version:1:source-row:237,237,1,123,model_train
1,student-mat:dataset-version:1:source-row:238,238,1,123,model_train
1,student-mat:dataset-version:1:source-row:239,239,1,123,model_train
1,student-mat:dataset-version:1:source-row:241,241,1,123,model_train
1,student-mat:dataset-version:1:source-row:242,242,1,123,model_train
1,student-mat:dataset-version:1:source-row:243,243,1,123,model_train
1,student-mat:dataset-version:1:source-row:244,244,1,123,model_train
1,student-mat:dataset-version:1:source-row:246,246,1,123,model_train
1,student-mat:dataset-version:1:source-row:247,247,1,123,model_train
1,student-mat:dataset-version:1:source-row:249,249,1,123,model_train
1,student-mat:dataset-version:1:source-row:252,252,1,123,model_train
1,student-mat:dataset-version:1:source-row:256,256,1,123,model_train
1,student-mat:dataset-version:1:source-row:257,257,1,123,model_train
1,student-mat:dataset-version:1:source-row:261,261,1,123,model_train
1,student-mat:dataset-version:1:source-row:262,262,1,123,model_train
1,student-mat:dataset-version:1:source-row:264,264,1,123,model_train
1,student-mat:dataset-version:1:source-row:267,267,1,123,model_train
1,student-mat:dataset-version:1:source-row:268,268,1,123,model_train
1,student-mat:dataset-version:1:source-row:269,269,1,123,model_train
1,student-mat:dataset-version:1:source-row:272,272,1,123,model_train
1,student-mat:dataset-version:1:source-row:273,273,1,123,model_train
1,student-mat:dataset-version:1:source-row:276,276,1,123,model_train
1,student-mat:dataset-version:1:source-row:277,277,1,123,model_train
1,student-mat:dataset-version:1:source-row:278,278,1,123,model_train
1,student-mat:dataset-version:1:source-row:281,281,1,123,model_train
1,student-mat:dataset-version:1:source-row:284,284,1,123,model_train
1,student-mat:dataset-version:1:source-row:286,286,1,123,model_train
1,student-mat:dataset-version:1:source-row:287,287,1,123,model_train
1,student-mat:dataset-version:1:source-row:288,288,1,123,model_train
1,student-mat:dataset-version:1:source-row:289,289,1,123,model_train
1,student-mat:dataset-version:1:source-row:291,291,1,123,model_train
1,student-mat:dataset-version:1:source-row:292,292,1,123,model_train
1,student-mat:dataset-version:1:source-row:293,293,1,123,model_train
1,student-mat:dataset-version:1:source-row:296,296,1,123,model_train
1,student-mat:dataset-version:1:source-row:297,297,1,123,model_train
1,student-mat:dataset-version:1:source-row:299,299,1,123,model_train
1,student-mat:dataset-version:1:source-row:300,300,1,123,model_train
1,student-mat:dataset-version:1:source-row:301,301,1,123,model_train
1,student-mat:dataset-version:1:source-row:302,302,1,123,model_train
1,student-mat:dataset-version:1:source-row:303,303,1,123,model_train
1,student-mat:dataset-version:1:source-row:304,304,1,123,model_train
1,student-mat:dataset-version:1:source-row:305,305,1,123,model_train
1,student-mat:dataset-version:1:source-row:306,306,1,123,model_train
1,student-mat:dataset-version:1:source-row:312,312,1,123,model_train
1,student-mat:dataset-version:1:source-row:313,313,1,123,model_train
1,student-mat:dataset-version:1:source-row:314,314,1,123,model_train
1,student-mat:dataset-version:1:source-row:315,315,1,123,model_train
1,student-mat:dataset-version:1:source-row:316,316,1,123,model_train
1,student-mat:dataset-version:1:source-row:318,318,1,123,model_train
1,student-mat:dataset-version:1:source-row:320,320,1,123,model_train
1,student-mat:dataset-version:1:source-row:323,323,1,123,model_train
1,student-mat:dataset-version:1:source-row:325,325,1,123,model_train
1,student-mat:dataset-version:1:source-row:326,326,1,123,model_train
1,student-mat:dataset-version:1:source-row:335,335,1,123,model_train
1,student-mat:dataset-version:1:source-row:336,336,1,123,model_train
1,student-mat:dataset-version:1:source-row:339,339,1,123,model_train
1,student-mat:dataset-version:1:source-row:340,340,1,123,model_train
1,student-mat:dataset-version:1:source-row:341,341,1,123,model_train
1,student-mat:dataset-version:1:source-row:342,342,1,123,model_train
1,student-mat:dataset-version:1:source-row:346,346,1,123,model_train
1,student-mat:dataset-version:1:source-row:347,347,1,123,model_train
1,student-mat:dataset-version:1:source-row:348,348,1,123,model_train
1,student-mat:dataset-version:1:source-row:349,349,1,123,model_train
1,student-mat:dataset-version:1:source-row:351,351,1,123,model_train
1,student-mat:dataset-version:1:source-row:352,352,1,123,model_train
1,student-mat:dataset-version:1:source-row:353,353,1,123,model_train
1,student-mat:dataset-version:1:source-row:356,356,1,123,model_train
1,student-mat:dataset-version:1:source-row:357,357,1,123,model_train
1,student-mat:dataset-version:1:source-row:359,359,1,123,model_train
1,student-mat:dataset-version:1:source-row:360,360,1,123,model_train
1,student-mat:dataset-version:1:source-row:361,361,1,123,model_train
1,student-mat:dataset-version:1:source-row:362,362,1,123,model_train
1,student-mat:dataset-version:1:source-row:364,364,1,123,model_train
1,student-mat:dataset-version:1:source-row:365,365,1,123,model_train
1,student-mat:dataset-version:1:source-row:368,368,1,123,model_train
1,student-mat:dataset-version:1:source-row:369,369,1,123,model_train
1,student-mat:dataset-version:1:source-row:371,371,1,123,model_train
1,student-mat:dataset-version:1:source-row:372,372,1,123,model_train
1,student-mat:dataset-version:1:source-row:373,373,1,123,model_train
1,student-mat:dataset-version:1:source-row:374,374,1,123,model_train
1,student-mat:dataset-version:1:source-row:377,377,1,123,model_train
1,student-mat:dataset-version:1:source-row:378,378,1,123,model_train
1,student-mat:dataset-version:1:source-row:379,379,1,123,model_train
1,student-mat:dataset-version:1:source-row:381,381,1,123,model_train
1,student-mat:dataset-version:1:source-row:382,382,1,123,model_train
1,student-mat:dataset-version:1:source-row:384,384,1,123,model_train
1,student-mat:dataset-version:1:source-row:386,386,1,123,model_train
1,student-mat:dataset-version:1:source-row:387,387,1,123,model_train
1,student-mat:dataset-version:1:source-row:388,388,1,123,model_train
1,student-mat:dataset-version:1:source-row:389,389,1,123,model_train
1,student-mat:dataset-version:1:source-row:390,390,1,123,model_train
1,student-mat:dataset-version:1:source-row:392,392,1,123,model_train
1,student-mat:dataset-version:1:source-row:0,0,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:32,32,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:34,34,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:37,37,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:39,39,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:40,40,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:41,41,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:42,42,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:61,61,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:63,63,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:64,64,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:87,87,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:90,90,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:91,91,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:94,94,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:96,96,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:100,100,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:113,113,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:114,114,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:122,122,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:133,133,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:134,134,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:146,146,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:152,152,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:156,156,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:160,160,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:161,161,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:163,163,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:166,166,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:168,168,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:169,169,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:178,178,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:181,181,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:184,184,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:187,187,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:191,191,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:194,194,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:197,197,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:206,206,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:213,213,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:215,215,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:219,219,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:228,228,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:251,251,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:258,258,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:260,260,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:263,263,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:265,265,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:271,271,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:274,274,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:280,280,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:298,298,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:311,311,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:319,319,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:327,327,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:328,328,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:330,330,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:343,343,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:344,344,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:345,345,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:350,350,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:375,375,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:376,376,1,123,outer_validation
1,student-mat:dataset-version:1:source-row:3,3,1,155,early_stop
1,student-mat:dataset-version:1:source-row:25,25,1,155,early_stop
1,student-mat:dataset-version:1:source-row:50,50,1,155,early_stop
1,student-mat:dataset-version:1:source-row:51,51,1,155,early_stop
1,student-mat:dataset-version:1:source-row:62,62,1,155,early_stop
1,student-mat:dataset-version:1:source-row:71,71,1,155,early_stop
1,student-mat:dataset-version:1:source-row:83,83,1,155,early_stop
1,student-mat:dataset-version:1:source-row:109,109,1,155,early_stop
1,student-mat:dataset-version:1:source-row:112,112,1,155,early_stop
1,student-mat:dataset-version:1:source-row:115,115,1,155,early_stop
1,student-mat:dataset-version:1:source-row:117,117,1,155,early_stop
1,student-mat:dataset-version:1:source-row:125,125,1,155,early_stop
1,student-mat:dataset-version:1:source-row:131,131,1,155,early_stop
1,student-mat:dataset-version:1:source-row:135,135,1,155,early_stop
1,student-mat:dataset-version:1:source-row:147,147,1,155,early_stop
1,student-mat:dataset-version:1:source-row:167,167,1,155,early_stop
1,student-mat:dataset-version:1:source-row:171,171,1,155,early_stop
1,student-mat:dataset-version:1:source-row:179,179,1,155,early_stop
1,student-mat:dataset-version:1:source-row:195,195,1,155,early_stop
1,student-mat:dataset-version:1:source-row:210,210,1,155,early_stop
1,student-mat:dataset-version:1:source-row:229,229,1,155,early_stop
1,student-mat:dataset-version:1:source-row:236,236,1,155,early_stop
1,student-mat:dataset-version:1:source-row:237,237,1,155,early_stop
1,student-mat:dataset-version:1:source-row:241,241,1,155,early_stop
1,student-mat:dataset-version:1:source-row:242,242,1,155,early_stop
1,student-mat:dataset-version:1:source-row:243,243,1,155,early_stop
1,student-mat:dataset-version:1:source-row:261,261,1,155,early_stop
1,student-mat:dataset-version:1:source-row:281,281,1,155,early_stop
1,student-mat:dataset-version:1:source-row:290,290,1,155,early_stop
1,student-mat:dataset-version:1:source-row:292,292,1,155,early_stop
1,student-mat:dataset-version:1:source-row:297,297,1,155,early_stop
1,student-mat:dataset-version:1:source-row:341,341,1,155,early_stop
1,student-mat:dataset-version:1:source-row:347,347,1,155,early_stop
1,student-mat:dataset-version:1:source-row:356,356,1,155,early_stop
1,student-mat:dataset-version:1:source-row:367,367,1,155,early_stop
1,student-mat:dataset-version:1:source-row:368,368,1,155,early_stop
1,student-mat:dataset-version:1:source-row:382,382,1,155,early_stop
1,student-mat:dataset-version:1:source-row:392,392,1,155,early_stop
1,student-mat:dataset-version:1:source-row:4,4,1,155,model_train
1,student-mat:dataset-version:1:source-row:5,5,1,155,model_train
1,student-mat:dataset-version:1:source-row:6,6,1,155,model_train
1,student-mat:dataset-version:1:source-row:8,8,1,155,model_train
1,student-mat:dataset-version:1:source-row:10,10,1,155,model_train
1,student-mat:dataset-version:1:source-row:11,11,1,155,model_train
1,student-mat:dataset-version:1:source-row:13,13,1,155,model_train
1,student-mat:dataset-version:1:source-row:14,14,1,155,model_train
1,student-mat:dataset-version:1:source-row:15,15,1,155,model_train
1,student-mat:dataset-version:1:source-row:16,16,1,155,model_train
1,student-mat:dataset-version:1:source-row:17,17,1,155,model_train
1,student-mat:dataset-version:1:source-row:18,18,1,155,model_train
1,student-mat:dataset-version:1:source-row:19,19,1,155,model_train
1,student-mat:dataset-version:1:source-row:20,20,1,155,model_train
1,student-mat:dataset-version:1:source-row:21,21,1,155,model_train
1,student-mat:dataset-version:1:source-row:22,22,1,155,model_train
1,student-mat:dataset-version:1:source-row:23,23,1,155,model_train
1,student-mat:dataset-version:1:source-row:24,24,1,155,model_train
1,student-mat:dataset-version:1:source-row:26,26,1,155,model_train
1,student-mat:dataset-version:1:source-row:27,27,1,155,model_train
1,student-mat:dataset-version:1:source-row:29,29,1,155,model_train
1,student-mat:dataset-version:1:source-row:31,31,1,155,model_train
1,student-mat:dataset-version:1:source-row:33,33,1,155,model_train
1,student-mat:dataset-version:1:source-row:35,35,1,155,model_train
1,student-mat:dataset-version:1:source-row:36,36,1,155,model_train
1,student-mat:dataset-version:1:source-row:38,38,1,155,model_train
1,student-mat:dataset-version:1:source-row:43,43,1,155,model_train
1,student-mat:dataset-version:1:source-row:44,44,1,155,model_train
1,student-mat:dataset-version:1:source-row:45,45,1,155,model_train
1,student-mat:dataset-version:1:source-row:46,46,1,155,model_train
1,student-mat:dataset-version:1:source-row:47,47,1,155,model_train
1,student-mat:dataset-version:1:source-row:48,48,1,155,model_train
1,student-mat:dataset-version:1:source-row:49,49,1,155,model_train
1,student-mat:dataset-version:1:source-row:52,52,1,155,model_train
1,student-mat:dataset-version:1:source-row:57,57,1,155,model_train
1,student-mat:dataset-version:1:source-row:58,58,1,155,model_train
1,student-mat:dataset-version:1:source-row:60,60,1,155,model_train
1,student-mat:dataset-version:1:source-row:65,65,1,155,model_train
