record_id,source_row_number,dataset_version_id,source_record_identity,outer_fold,outer_role,inner_fold,split_seed,stratification_target
student-mat:dataset-version:1:source-row:120,120,1,student-mat:dataset-version:1:source-row:120,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:121,121,1,student-mat:dataset-version:1:source-row:121,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:123,123,1,student-mat:dataset-version:1:source-row:123,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:124,124,1,student-mat:dataset-version:1:source-row:124,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:125,125,1,student-mat:dataset-version:1:source-row:125,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:127,127,1,student-mat:dataset-version:1:source-row:127,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:128,128,1,student-mat:dataset-version:1:source-row:128,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:130,130,1,student-mat:dataset-version:1:source-row:130,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:131,131,1,student-mat:dataset-version:1:source-row:131,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:135,135,1,student-mat:dataset-version:1:source-row:135,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:137,137,1,student-mat:dataset-version:1:source-row:137,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:138,138,1,student-mat:dataset-version:1:source-row:138,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:139,139,1,student-mat:dataset-version:1:source-row:139,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:140,140,1,student-mat:dataset-version:1:source-row:140,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:141,141,1,student-mat:dataset-version:1:source-row:141,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:143,143,1,student-mat:dataset-version:1:source-row:143,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:144,144,1,student-mat:dataset-version:1:source-row:144,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:145,145,1,student-mat:dataset-version:1:source-row:145,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:147,147,1,student-mat:dataset-version:1:source-row:147,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:148,148,1,student-mat:dataset-version:1:source-row:148,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:149,149,1,student-mat:dataset-version:1:source-row:149,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:150,150,1,student-mat:dataset-version:1:source-row:150,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:153,153,1,student-mat:dataset-version:1:source-row:153,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:154,154,1,student-mat:dataset-version:1:source-row:154,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:155,155,1,student-mat:dataset-version:1:source-row:155,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:157,157,1,student-mat:dataset-version:1:source-row:157,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:158,158,1,student-mat:dataset-version:1:source-row:158,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:159,159,1,student-mat:dataset-version:1:source-row:159,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:162,162,1,student-mat:dataset-version:1:source-row:162,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:164,164,1,student-mat:dataset-version:1:source-row:164,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:165,165,1,student-mat:dataset-version:1:source-row:165,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:167,167,1,student-mat:dataset-version:1:source-row:167,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:171,171,1,student-mat:dataset-version:1:source-row:171,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:172,172,1,student-mat:dataset-version:1:source-row:172,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:173,173,1,student-mat:dataset-version:1:source-row:173,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:174,174,1,student-mat:dataset-version:1:source-row:174,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:175,175,1,student-mat:dataset-version:1:source-row:175,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:176,176,1,student-mat:dataset-version:1:source-row:176,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:177,177,1,student-mat:dataset-version:1:source-row:177,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:179,179,1,student-mat:dataset-version:1:source-row:179,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:180,180,1,student-mat:dataset-version:1:source-row:180,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:182,182,1,student-mat:dataset-version:1:source-row:182,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:183,183,1,student-mat:dataset-version:1:source-row:183,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:186,186,1,student-mat:dataset-version:1:source-row:186,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:189,189,1,student-mat:dataset-version:1:source-row:189,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:190,190,1,student-mat:dataset-version:1:source-row:190,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:192,192,1,student-mat:dataset-version:1:source-row:192,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:195,195,1,student-mat:dataset-version:1:source-row:195,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:196,196,1,student-mat:dataset-version:1:source-row:196,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:199,199,1,student-mat:dataset-version:1:source-row:199,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:200,200,1,student-mat:dataset-version:1:source-row:200,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:201,201,1,student-mat:dataset-version:1:source-row:201,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:202,202,1,student-mat:dataset-version:1:source-row:202,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:203,203,1,student-mat:dataset-version:1:source-row:203,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:205,205,1,student-mat:dataset-version:1:source-row:205,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:207,207,1,student-mat:dataset-version:1:source-row:207,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:208,208,1,student-mat:dataset-version:1:source-row:208,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:209,209,1,student-mat:dataset-version:1:source-row:209,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:210,210,1,student-mat:dataset-version:1:source-row:210,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:212,212,1,student-mat:dataset-version:1:source-row:212,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:216,216,1,student-mat:dataset-version:1:source-row:216,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:217,217,1,student-mat:dataset-version:1:source-row:217,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:220,220,1,student-mat:dataset-version:1:source-row:220,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:221,221,1,student-mat:dataset-version:1:source-row:221,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:222,222,1,student-mat:dataset-version:1:source-row:222,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:227,227,1,student-mat:dataset-version:1:source-row:227,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:229,229,1,student-mat:dataset-version:1:source-row:229,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:230,230,1,student-mat:dataset-version:1:source-row:230,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:231,231,1,student-mat:dataset-version:1:source-row:231,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:232,232,1,student-mat:dataset-version:1:source-row:232,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:233,233,1,student-mat:dataset-version:1:source-row:233,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:234,234,1,student-mat:dataset-version:1:source-row:234,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:235,235,1,student-mat:dataset-version:1:source-row:235,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:236,236,1,student-mat:dataset-version:1:source-row:236,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:237,237,1,student-mat:dataset-version:1:source-row:237,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:238,238,1,student-mat:dataset-version:1:source-row:238,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:239,239,1,student-mat:dataset-version:1:source-row:239,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:240,240,1,student-mat:dataset-version:1:source-row:240,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:241,241,1,student-mat:dataset-version:1:source-row:241,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:242,242,1,student-mat:dataset-version:1:source-row:242,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:243,243,1,student-mat:dataset-version:1:source-row:243,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:244,244,1,student-mat:dataset-version:1:source-row:244,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:246,246,1,student-mat:dataset-version:1:source-row:246,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:247,247,1,student-mat:dataset-version:1:source-row:247,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:249,249,1,student-mat:dataset-version:1:source-row:249,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:250,250,1,student-mat:dataset-version:1:source-row:250,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:252,252,1,student-mat:dataset-version:1:source-row:252,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:253,253,1,student-mat:dataset-version:1:source-row:253,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:254,254,1,student-mat:dataset-version:1:source-row:254,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:256,256,1,student-mat:dataset-version:1:source-row:256,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:257,257,1,student-mat:dataset-version:1:source-row:257,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:261,261,1,student-mat:dataset-version:1:source-row:261,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:262,262,1,student-mat:dataset-version:1:source-row:262,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:264,264,1,student-mat:dataset-version:1:source-row:264,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:267,267,1,student-mat:dataset-version:1:source-row:267,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:268,268,1,student-mat:dataset-version:1:source-row:268,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:269,269,1,student-mat:dataset-version:1:source-row:269,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:272,272,1,student-mat:dataset-version:1:source-row:272,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:273,273,1,student-mat:dataset-version:1:source-row:273,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:276,276,1,student-mat:dataset-version:1:source-row:276,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:277,277,1,student-mat:dataset-version:1:source-row:277,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:278,278,1,student-mat:dataset-version:1:source-row:278,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:281,281,1,student-mat:dataset-version:1:source-row:281,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:283,283,1,student-mat:dataset-version:1:source-row:283,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:284,284,1,student-mat:dataset-version:1:source-row:284,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:286,286,1,student-mat:dataset-version:1:source-row:286,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:287,287,1,student-mat:dataset-version:1:source-row:287,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:288,288,1,student-mat:dataset-version:1:source-row:288,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:289,289,1,student-mat:dataset-version:1:source-row:289,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:290,290,1,student-mat:dataset-version:1:source-row:290,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:291,291,1,student-mat:dataset-version:1:source-row:291,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:292,292,1,student-mat:dataset-version:1:source-row:292,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:293,293,1,student-mat:dataset-version:1:source-row:293,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:296,296,1,student-mat:dataset-version:1:source-row:296,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:297,297,1,student-mat:dataset-version:1:source-row:297,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:299,299,1,student-mat:dataset-version:1:source-row:299,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:300,300,1,student-mat:dataset-version:1:source-row:300,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:301,301,1,student-mat:dataset-version:1:source-row:301,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:302,302,1,student-mat:dataset-version:1:source-row:302,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:303,303,1,student-mat:dataset-version:1:source-row:303,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:304,304,1,student-mat:dataset-version:1:source-row:304,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:305,305,1,student-mat:dataset-version:1:source-row:305,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:306,306,1,student-mat:dataset-version:1:source-row:306,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:308,308,1,student-mat:dataset-version:1:source-row:308,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:310,310,1,student-mat:dataset-version:1:source-row:310,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:312,312,1,student-mat:dataset-version:1:source-row:312,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:313,313,1,student-mat:dataset-version:1:source-row:313,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:314,314,1,student-mat:dataset-version:1:source-row:314,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:315,315,1,student-mat:dataset-version:1:source-row:315,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:316,316,1,student-mat:dataset-version:1:source-row:316,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:318,318,1,student-mat:dataset-version:1:source-row:318,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:320,320,1,student-mat:dataset-version:1:source-row:320,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:323,323,1,student-mat:dataset-version:1:source-row:323,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:325,325,1,student-mat:dataset-version:1:source-row:325,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:326,326,1,student-mat:dataset-version:1:source-row:326,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:331,331,1,student-mat:dataset-version:1:source-row:331,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:334,334,1,student-mat:dataset-version:1:source-row:334,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:335,335,1,student-mat:dataset-version:1:source-row:335,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:336,336,1,student-mat:dataset-version:1:source-row:336,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:339,339,1,student-mat:dataset-version:1:source-row:339,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:340,340,1,student-mat:dataset-version:1:source-row:340,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:341,341,1,student-mat:dataset-version:1:source-row:341,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:342,342,1,student-mat:dataset-version:1:source-row:342,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:346,346,1,student-mat:dataset-version:1:source-row:346,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:347,347,1,student-mat:dataset-version:1:source-row:347,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:348,348,1,student-mat:dataset-version:1:source-row:348,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:349,349,1,student-mat:dataset-version:1:source-row:349,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:351,351,1,student-mat:dataset-version:1:source-row:351,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:352,352,1,student-mat:dataset-version:1:source-row:352,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:353,353,1,student-mat:dataset-version:1:source-row:353,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:356,356,1,student-mat:dataset-version:1:source-row:356,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:357,357,1,student-mat:dataset-version:1:source-row:357,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:359,359,1,student-mat:dataset-version:1:source-row:359,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:360,360,1,student-mat:dataset-version:1:source-row:360,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:361,361,1,student-mat:dataset-version:1:source-row:361,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:362,362,1,student-mat:dataset-version:1:source-row:362,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:364,364,1,student-mat:dataset-version:1:source-row:364,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:365,365,1,student-mat:dataset-version:1:source-row:365,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:366,366,1,student-mat:dataset-version:1:source-row:366,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:367,367,1,student-mat:dataset-version:1:source-row:367,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:368,368,1,student-mat:dataset-version:1:source-row:368,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:369,369,1,student-mat:dataset-version:1:source-row:369,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:371,371,1,student-mat:dataset-version:1:source-row:371,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:372,372,1,student-mat:dataset-version:1:source-row:372,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:373,373,1,student-mat:dataset-version:1:source-row:373,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:374,374,1,student-mat:dataset-version:1:source-row:374,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:377,377,1,student-mat:dataset-version:1:source-row:377,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:378,378,1,student-mat:dataset-version:1:source-row:378,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:379,379,1,student-mat:dataset-version:1:source-row:379,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:381,381,1,student-mat:dataset-version:1:source-row:381,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:382,382,1,student-mat:dataset-version:1:source-row:382,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:384,384,1,student-mat:dataset-version:1:source-row:384,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:385,385,1,student-mat:dataset-version:1:source-row:385,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:386,386,1,student-mat:dataset-version:1:source-row:386,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:387,387,1,student-mat:dataset-version:1:source-row:387,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:388,388,1,student-mat:dataset-version:1:source-row:388,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:389,389,1,student-mat:dataset-version:1:source-row:389,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:390,390,1,student-mat:dataset-version:1:source-row:390,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:392,392,1,student-mat:dataset-version:1:source-row:392,1,train,,42,G3_3class
student-mat:dataset-version:1:source-row:0,0,1,student-mat:dataset-version:1:source-row:0,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:32,32,1,student-mat:dataset-version:1:source-row:32,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:34,34,1,student-mat:dataset-version:1:source-row:34,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:37,37,1,student-mat:dataset-version:1:source-row:37,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:39,39,1,student-mat:dataset-version:1:source-row:39,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:40,40,1,student-mat:dataset-version:1:source-row:40,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:41,41,1,student-mat:dataset-version:1:source-row:41,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:42,42,1,student-mat:dataset-version:1:source-row:42,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:61,61,1,student-mat:dataset-version:1:source-row:61,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:63,63,1,student-mat:dataset-version:1:source-row:63,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:64,64,1,student-mat:dataset-version:1:source-row:64,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:87,87,1,student-mat:dataset-version:1:source-row:87,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:90,90,1,student-mat:dataset-version:1:source-row:90,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:91,91,1,student-mat:dataset-version:1:source-row:91,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:94,94,1,student-mat:dataset-version:1:source-row:94,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:96,96,1,student-mat:dataset-version:1:source-row:96,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:100,100,1,student-mat:dataset-version:1:source-row:100,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:113,113,1,student-mat:dataset-version:1:source-row:113,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:114,114,1,student-mat:dataset-version:1:source-row:114,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:122,122,1,student-mat:dataset-version:1:source-row:122,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:133,133,1,student-mat:dataset-version:1:source-row:133,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:134,134,1,student-mat:dataset-version:1:source-row:134,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:146,146,1,student-mat:dataset-version:1:source-row:146,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:152,152,1,student-mat:dataset-version:1:source-row:152,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:156,156,1,student-mat:dataset-version:1:source-row:156,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:160,160,1,student-mat:dataset-version:1:source-row:160,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:161,161,1,student-mat:dataset-version:1:source-row:161,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:163,163,1,student-mat:dataset-version:1:source-row:163,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:166,166,1,student-mat:dataset-version:1:source-row:166,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:168,168,1,student-mat:dataset-version:1:source-row:168,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:169,169,1,student-mat:dataset-version:1:source-row:169,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:178,178,1,student-mat:dataset-version:1:source-row:178,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:181,181,1,student-mat:dataset-version:1:source-row:181,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:184,184,1,student-mat:dataset-version:1:source-row:184,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:187,187,1,student-mat:dataset-version:1:source-row:187,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:191,191,1,student-mat:dataset-version:1:source-row:191,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:194,194,1,student-mat:dataset-version:1:source-row:194,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:197,197,1,student-mat:dataset-version:1:source-row:197,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:206,206,1,student-mat:dataset-version:1:source-row:206,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:213,213,1,student-mat:dataset-version:1:source-row:213,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:215,215,1,student-mat:dataset-version:1:source-row:215,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:219,219,1,student-mat:dataset-version:1:source-row:219,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:228,228,1,student-mat:dataset-version:1:source-row:228,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:251,251,1,student-mat:dataset-version:1:source-row:251,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:258,258,1,student-mat:dataset-version:1:source-row:258,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:260,260,1,student-mat:dataset-version:1:source-row:260,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:263,263,1,student-mat:dataset-version:1:source-row:263,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:265,265,1,student-mat:dataset-version:1:source-row:265,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:271,271,1,student-mat:dataset-version:1:source-row:271,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:274,274,1,student-mat:dataset-version:1:source-row:274,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:280,280,1,student-mat:dataset-version:1:source-row:280,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:298,298,1,student-mat:dataset-version:1:source-row:298,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:311,311,1,student-mat:dataset-version:1:source-row:311,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:319,319,1,student-mat:dataset-version:1:source-row:319,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:327,327,1,student-mat:dataset-version:1:source-row:327,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:328,328,1,student-mat:dataset-version:1:source-row:328,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:330,330,1,student-mat:dataset-version:1:source-row:330,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:343,343,1,student-mat:dataset-version:1:source-row:343,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:344,344,1,student-mat:dataset-version:1:source-row:344,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:345,345,1,student-mat:dataset-version:1:source-row:345,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:350,350,1,student-mat:dataset-version:1:source-row:350,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:375,375,1,student-mat:dataset-version:1:source-row:375,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:376,376,1,student-mat:dataset-version:1:source-row:376,1,validation,,42,G3_3class
student-mat:dataset-version:1:source-row:0,0,1,student-mat:dataset-version:1:source-row:0,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:4,4,1,student-mat:dataset-version:1:source-row:4,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:5,5,1,student-mat:dataset-version:1:source-row:5,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:6,6,1,student-mat:dataset-version:1:source-row:6,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:8,8,1,student-mat:dataset-version:1:source-row:8,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:10,10,1,student-mat:dataset-version:1:source-row:10,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:11,11,1,student-mat:dataset-version:1:source-row:11,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:13,13,1,student-mat:dataset-version:1:source-row:13,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:16,16,1,student-mat:dataset-version:1:source-row:16,2,train,,42,G3_3class
student-mat:dataset-version:1:source-row:17,17,1,student-mat:dataset-version:1:source-row:17,2,train,,42,G3_3class
